Fcode,cmfp,dash,ahei,FD_name,edible,water,kcal,kj,prot,fat,cho,fiber,sodium
172115,,,5,宁河二曲,100,55.1,314,1314,,,,,
172116,,,5,曲酒(55度),100,52.8,330,1381,,,,,
172117,,,5,三粮小麦(55度),100,52.8,330,1381,,,,,0.1
172118,,,5,丝路春酒,100,55,315,1318,,,,,
172119,,,5,特制汉酒(59.9度),100,48,364,1523,,,,,0.2
172120,,,5,特制三粮酒(56.2度),100,51.6,339,1418,,,,,
172121,,,5,乌林春酒(青稞酒),100,51,343,1435,,,,,0.4
172122,,,5,五酿春(44.4度),100,62.8,260,1222,,,,,0.1
172123,,,5,小麦酒(48度),100,59.5,284,1188,,,,,0.6
172124,,,5,小麦酒(50度),100,57.6,297,1243,,,,,0.3
172125,,,5,燕岭春(57度),100,50.9,344,1439,,,,,
172126,,,5,醉流霞(57度),100,50.9,344,1439,,,,,0.8
173101,,,5,蜜酒,100,88,84,351,,,,,
173102,,,5,双喜沙棘酒,100,88.6,80,335,,,,,
173103,,,5,香雪酒,100,94.1,37,130,1.5,,,,1.4
173104,,,5,中华沙棘酒,100,91.9,57,238,,,,,
181001,,11,,白砂糖,100,,400,1674,,,99.9,,0.4
181002,,11,,绵白糖,100,0.9,396,1657,0.1,,98.9,,2
181003,,11,,冰糖,100,0.6,397,1661,,,99.3,,2.7
181004,,11,,红糖,100,1.9,389,1628,0.7,,96.6,,18.3
181005,,11,,麦芽糖,100,12.8,331,1385,0.2,0.2,82,0,
181006,,11,,蜂蜜,100,22,321,1343,0.4,1.9,75.6,,0.3
182001,,11,,花生牛轧糖,100,6.5,432,1807,4.9,12.3,75.4,0,168.1
182002,,11,,胶姆糖,69,7.7,368,1540,0.1,,91.9,,
182003,,11,,马蹄软糖,100,10.1,359,1502,0.1,,89.6,,
182004,,11,,棉花糖,100,19.5,321,1343,4.9,,75.3,,94.6
182005,,11,,奶糖,100,5.6,407,1703,2.5,6.6,84.5,,222.5
182006,,11,,泡泡糖,68,9.7,360,1506,0.2,,89.8,,20.6
182007,,,,巧克力,100,1,586,2452,4.3,40.1,53.4,1.5,111.8
182008,,,,巧克力(酒芯),100,13.8,400,1674,1.3,12,72.2,0.4,35.6
182009,,,,巧克力(维夫)[朱古力威化],100,2.1,572,2393,8.2,38.4,49.7,1.2,111.2
182010,,,,山楂球,100,6.6,369,1544,0.5,,92.6,0.9,160.4
182011,,,,什锦糖果,100,0.3,399,1669,0.3,0.2,98.9,0,180.1
182012,,,,水晶糖,100,1,395,1653,0.2,0.2,98.2,0.1,107.8
182013,,,,酥糖,100,3.3,436,1824,6,13.9,75.6,4,45
182014,,,,酸三色糖,100,0.7,397,1661,,0.4,98.4,,154.7
182015,,,,鲜桃果汁糖,100,0.4,397,1661,,0.2,98.8,,172.1
182016,,,,芝麻南糖,100,4.2,538,2251,4.8,35.6,54.4,4.7,33.5
183001,,,,海棠脯,100,25.8,286,1197,0.6,0.2,72.6,2.2,200.5
183002,,,,李广杏脯,100,23.7,284,1188,2.8,0.3,72.1,4.6,146.5
183003,,,,南瓜果脯,100,15.4,336,1406,0.9,0.2,83.3,0.7,16.4
183004,,,,苹果脯,100,14.2,337,1410,0.6,0.1,84.9,1.6,12.8
183005,,,,青梅果脯,100,20,308,1289,1.2,0.6,77.4,2.9,222.8
183006,,,,桃脯,100,19.2,310,1297,1.4,0.4,77.6,2.4,243
183007,,,,西瓜脯,100,18.7,307,1284,0.7,0.2,77.5,2,529.3
183008,,,,杏脯,100,15.3,329,1377,0.8,0.6,82,1.8,213.3
183009,,,,金糕,100,55,177,741,0.2,0.3,44,0.6,34.3
183010,,,,金糕条[山楂条],100,22.6,300,1255,0.6,0.6,74.6,1.6,192.1
183011,,,,山楂果丹皮,100,16.7,321,1343,1,0.8,80,2.6,115.5
191001,9,10,,牛油,100,6.2,835,3494,,92,1.8,,9.4
191002,9,10,,牛油(炼),100,0.2,898,3757,,99.7,0.1,,
191003,9,10,,鸭油(炼),100,0.3,897,3753,,99.7,0,,
191004,9,10,,羊油,100,4,824,3448,,88,8,,13.2
191005,9,10,,羊油(炼),100,0.1,895,3745,,99,0.9,,
191006,9,10,,猪油(板油),100,4,827,3460,,88.7,7.2,,138.5
191007,9,10,,猪油(炼),100,0.2,897,3753,,99.6,0.2,,
192001,9,10,,菜籽油[青油],100,0.1,899,3761,,99.9,0,,7
192002,9,10,,茶油,100,0.1,899,3761,,99.9,0,,0.7
192003,9,10,,大麻油,100,0.3,899,3761,,99.9,0,,1.5
192004,9,10,,豆油,100,0.1,899,3761,,99.9,0,,4.9
192005,9,10,,红花油,100,,899,3696,,99.9,0,0,
192006,9,10,,胡麻油,100,,900,3766,,100,0,,0.6
192007,9,10,,花生油,100,0.1,899,3761,,99.9,0,,3.5
192008,9,10,,混合油(菜+棕),100,,900,3766,,99.9,0.1,,10.5
192009,9,10,,葵花籽油,100,0.1,899,3761,,99.9,0,,2.8
192010,9,10,,辣椒油,100,,900,3766,,100,0,,
192011,9,10,,麻子籽,100,5.9,341,1427,21.8,28.2,38.2,38.2,12.6
192012,9,10,,麦芽油,100,,899,3696,,99.9,0,0,
192013,9,10,,棉籽油,100,0.1,899,3761,,99.8,0.1,,4.5
192014,9,10,,色拉油,100,0.2,898,3757,,99.8,0,,5.1
192015,9,10,,椰子油,100,,899,3696,,99.9,0,0,
192016,9,10,,玉米油,100,0.2,895,3745,,99.2,0.5,,1.4
192017,9,10,,芝麻油[香油],100,0.1,898,3757,,99.7,0.2,,1.1
192018,9,10,,棕榈油,100,,900,3766,,100,0,,1.3
192019,9,10,,橄榄油,100,,899,3696,,99.9,0,0,
201001,,,,酱油(均值),100,67.3,63,264,5.6,0.1,10.1,0.2,5757
201002,,,,酱油(高级),100,67.5,71,297,8.4,0.2,9,,4056
201003,,,,酱油(一级),100,64.8,66,276,8.3,0.6,6.9,,4861.1
201004,,,,酱油(三级),100,74.2,40,167,6.8,0.4,2.4,,1903
201005,,,,酱油(冬菇),100,75.2,39,163,3.5,0.1,5.9,,2057
201006,,,,酱油(多味),100,58.2,86,360,7.8,0.4,12.9,,4050
201007,,,,酱油(三鲜),100,74.3,41,172,3.4,0.1,6.6,,2462
201008,,,,酱油(晒制),100,64.6,70,293,9.4,0.6,6.8,,3836.3
201009,,,,酱油(特母),100,70.8,55,230,6.7,,7.2,0.1,4580
201010,,,,酱油(味精),100,71.6,51,213,6.9,0.1,5.7,,5843.2
202001,,,,醋(均值),100,90.6,31,130,2.1,0.3,4.9,,262.1
202002,,,,白醋,100,99.4,6,25,0.1,0.6,0,,225.9
202003,,,,陈醋,100,66,114,477,9.8,0.3,17.9,,836
202004,,,,甘醋,100,88.2,37,155,2.8,,6.5,,460
202005,,,,黑醋,100,73.1,91,381,3.7,0.2,18.5,,349.5
202006,,,,五香醋,100,95.9,14,59,0.5,,3,,185
202007,,,,香醋,100,79.7,68,285,3.8,0.1,13,,183.9
202008,,,,熏醋,100,86.8,43,180,3,0.4,6.9,0.1,444
203101,,,,豆瓣酱,100,46.6,178,745,13.6,6.8,17.1,1.5,6012
203102,,,,豆瓣酱(辣油),100,47.9,184,770,7.9,5.9,27,2.2,2201.5
203103,,,,豆瓣辣酱,100,64.5,59,247,3.6,2.4,12.9,7.2,1268.7
203104,,,,花生酱,100,0.5,594,2485,6.9,53,25.3,3,2340
203105,,,,黄酱[大酱],100,50.6,131,548,12.1,1.2,21.3,3.4,3606.1
203106,,,,酱油膏,100,54.7,99,414,13,0.7,10.2,,7700
203107,,,,辣椒酱[辣椒糊],100,71.2,31,130,0.8,2.8,3.2,2.6,8027.6
203108,,,,麻辣酱,100,52.3,135,565,5.8,5.1,21.4,5,3222.5
203109,,,,牛肉辣瓣酱,100,59,127,531,9.7,6.1,9.4,1.1,3037.5
203110,,,,蒜蓉辣酱,100,59.2,88,368,4.8,0.6,19.6,3.7,3236.3
203111,,,,甜面酱,100,53.9,136,569,5.5,0.6,28.5,1.4,2097.2
203112,,,,五香豆豉,100,22.7,259,1084,24.1,3,39.7,5.9,263.8
203113,,,,香油辣酱,100,71.3,54,226,2.1,3.6,9.8,6.4,1491.9
203114,,,,芝麻酱,100,0.3,618,2586,19.2,52.7,22.7,5.9,38.5
203115,,,,郫县辣酱,100,51.4,89,372,4,1,24.8,8.9,5658.1
203201,,,,草莓酱,100,32.5,269,1125,0.8,0.2,66.3,0.2,8.7
203202,,,,番茄酱,100,75.8,81,339,4.9,0.2,16.9,2.1,37.1
203203,,,,柠檬酱,100,30.1,283,1202,0.6,5.1,62.7,0.2,65
203204,,,,苹果酱,100,30.4,277,1159,0.4,0.1,69,0.3,11
203205,,,,桃酱,100,31.2,273,1142,0.4,0.2,68,0.5,14.2
203206,,,,杏酱,100,28.3,286,1197,0.2,0.3,70.9,0.4,5
204001,,,,腐乳(白)[酱豆腐],100,68.3,133,556,10.9,8.2,4.8,0.9,2460
204002,,,,腐乳(臭)[臭豆腐],100,66.4,130,544,11.6,7.9,3.9,0.8,2012
204003,,,,腐乳(红)[酱豆腐],100,61.2,151,632,12,8.1,8.2,0.6,3091
204004,,,,桂林腐乳,100,60.1,204,854,7.3,11.3,19.2,1,3000
204005,,,,糟豆腐乳[糟乳],100,57.5,156,653,11.7,7.4,11.2,0.6,7410
205001,,,,八宝菜,100,72.3,72,301,4.6,1.4,13.4,3.2,2843.2
205002,,,,冬菜,100,68.4,46,192,3.5,0.3,10.1,2.8,7228.6
205003,,,,狗芽菜,100,81.3,23,96,1.3,0.1,6.5,2.4,2777.4
205004,,,,桂花大头菜[佛手疙瘩],100,65.3,51,213,3.2,0.4,10.4,1.8,6060.6
205005,,,,合锦菜,100,68.3,75,314,6,,16.7,3.9,3077.3
205006,,,,姜(糟),100,67.7,27,113,1.6,0.8,4.8,1.4,9686
205007,,,,酱包瓜,100,59.2,107,448,4.7,,24.8,2.8,2523.2
205008,,,,酱大头菜,100,74.8,36,151,2.4,0.3,8.4,2.4,4623.7
205009,,,,酱甘露[地蚕，甘露子],100,75.6,37,155,2.2,0.3,8.2,1.9,2839
205010,,,,酱黄瓜,100,76.2,24,100,3,0.3,3.4,1.2,3769.5
205011,,,,酱萝卜,100,76.1,30,126,3.5,0.4,4.5,1.3,6880.8
205012,,,,酱蘑菇,100,59,121,506,5.4,0.2,25,0.7,400
205013,,,,酱苤蓝丝,100,73.4,39,163,5.5,,5.7,1.5,4981.3
205014,,,,酱莴笋,100,83,23,96,2.3,0.2,4.1,1,4665.1
205015,,,,芥菜干,100,24.9,141,590,13.3,0.8,47.5,27.4,3333
205016,,,,金钱萝卜,100,73.5,41,172,1.6,0.3,10.1,2.1,3232.5
205017,,,,辣萝卜条,100,77.8,37,155,1.4,0.5,8.5,1.8,2650.9
205018,,,,萝卜干,100,67.7,60,251,3.3,0.2,14.6,3.4,4203
205019,,,,乳黄瓜[嫩黄瓜],100,81.3,32,134,1.7,0.3,7.4,1.8,3087.1
205020,,,,什锦菜,100,78.9,35,146,2.9,0.5,6.2,1.6,4092.7
205021,,,,酸芥菜,100,90.3,17,71,1.2,0.1,4.9,2.1,1164
205022,,,,蒜头(酱),73,67.2,104,435,4.4,0.1,23.9,2.6,3503.1
205023,,,,蒜头(甜)[糖蒜],74,66.1,114,477,2.1,0.2,27.6,1.7,692.2
205024,,,,甜辣黄瓜,100,62.7,99,414,2.8,0.2,22.8,1.2,
205025,,,,甜酸皎头,100,73.7,97,406,0.5,0.5,23,0.4,809
205026,,,,五香大头菜,100,72,48,201,4.6,0.2,11.5,4.5,
205027,,,,咸沙葱[蒙古韭],100,88.2,25,105,2.4,0.8,3.8,1.8,1712.4
205028,,,,洋姜(腌)[菊芋，鬼子姜],100,74,34,142,2.6,,6.8,1,5443.3
205029,,,,榨菜,100,75,29,121,2.2,0.3,6.5,2.1,4252.6
205030,,,,蕨菜(腌),100,89.9,22,92,2.5,0.3,4.4,2.2,990.6
205031,,,,腌芥菜头[水芥，水疙瘩],100,70.5,39,163,2.8,0.1,9.3,2.7,7250.7
205032,,,,腌芥菜头(煮)[煮芥，煮疙瘩],100,70.7,26,109,2.1,0.2,5.9,2,6834.5
205033,,,,腌韭菜花,100,79,15,63,1.3,0.3,2.8,1,5184
205034,,,,腌龙须菜,100,67.7,67,280,1.4,,17.3,2,1103
205035,,,,腌雪里红,100,77.1,25,105,2.4,0.2,5.4,2.1,3304.2
206001,,,,八角[大料，大茴香],100,11.8,195,816,3.8,5.6,75.4,43,14.7
206002,,,,胡椒粉,100,10.2,357,1494,9.6,2.2,76.9,2.3,4.9
206003,,,,花椒,100,11,258,1079,6.7,8.9,66.5,28.7,47.4
206004,,,,黄毛籽,100,7.6,234,979,21,15.6,50.4,48.1,42.7
206005,,,,芥茉,100,7.2,476,1992,23.6,29.9,35.3,7.2,7.8
206006,,,,苦豆子,100,13.5,212,887,4.6,2.4,72.3,29.4,28.1
206007,,,,辣椒粉,100,9.4,203,849,15.2,9.5,57.7,43.5,100
206008,,,,全料蒸肉粉,100,7.8,342,1431,8.9,1.2,74.3,0.4,1678.8
206009,,,,五香粉,100,12.4,348,1456,1,8,73.3,5.3,27.2
206010,,,,茴香籽[小茴香籽],100,8.9,251,1050,14.5,11.8,55.5,33.9,79.6
207101,10,,,湖盐[青盐],100,1.2,11,46,0.1,0,2.7,,92768
207102,10,,,精盐,100,0.1,0,0,,,0,,39311
207103,10,,,土盐,100,0.2,0,0,,,0,,39000
207201,,,,味精,100,0.2,268,1121,40.1,0.2,26.5,,8160
207301,,,,酵母(鲜),100,71.6,106,444,2.6,,23.9,,13.6
207302,,,,酵母(干),100,4.4,356,1490,47.6,1.7,45.5,7.9,
211001,,,,白芷,100,11.9,324,1356,8.9,1.5,74.1,5.3,27.4
211002,,,,薄荷(干),100,9.6,208,870,6.8,3.9,67.6,31.1,17.5
211003,,,,薄荷(鲜),100,82.9,24,100,4.4,,6.6,5,4.5
211004,,,,北五味子叶(鲜)[五味子，秤砣子],100,79,70,293,3.9,0.3,15.3,2.3,
211005,,,,车前(鲜),100,84,,,,,0.3,0.3,1.6
211006,,,,车前子(鲜)[车轮菜],100,79,67,280,4,1,13.7,3.3,
211007,,,,陈皮,100,8.3,278,1163,8,1.4,79,20.7,21
211008,,,,丁香,100,9.1,359,1502,0.3,17.2,67.4,16.7,122.1
211009,,,,防风(根，鲜),100,84.4,,,,,4.3,4.3,4.1
211010,,,,防风(叶，鲜),100,86.6,,,,,4,4,1
211011,,,,甘草,100,9.9,203,849,4.9,4.2,75,38.7,154.7
211012,,,,高良姜,100,12.7,169,707,10.9,5.7,61.9,43.3,7.5
211013,,,,红花,100,12,220,920,4.6,4.9,63.3,23.9,36
211014,,,,虎杖(鲜),,93.7,,,,,2.5,2.5,0
211015,,,,菊花[怀菊花],100,19.2,242,1013,6,3.3,63,15.9,20.5
211016,,,,决明(鲜),,,,,,,0.3,0.3,0
211017,,,,莱菔子,100,9,352,1473,18.8,30,37.2,35.6,4.3
211018,,,,罗汉果,100,17.3,169,707,13.4,0.8,65.6,38.6,10.6
211019,,,,木榧[园榧],58,2.9,539,2255,12.4,42,38.5,10.6,4.9
211020,,,,肉豆蔻,100,11.1,465,1946,8.1,35.2,43.3,14.4,25.6
211021,,,,肉桂,100,11.5,199,833,11.7,2.7,71.5,39.6,0.6
211022,,,,砂仁,100,13.3,208,870,8.1,1.5,69,28.6,21.6
211023,,,,桃仁,100,7.8,429,1795,0.1,37.6,51.4,28.9,
211024,,,,乌梅,34,11.7,219,916,6.8,2.3,76.6,33.9,19.3
211025,,,,郁李仁,100,4.9,484,2025,24.8,42.7,24,24,5.2
211026,,,,枣仁,100,10.6,367,1536,0.8,24.1,61,24.2,11.8
211027,,,,紫苏,100,6.2,174,728,0.2,11.9,77,60.6,362.8
211028,,,,紫苏(鲜)[赤苏，白苏],76,83.7,51,213,3.8,1.3,9.9,3.8,2.9
211029,,,,茯苓,100,14.5,16,67,1.2,0.5,82.6,80.9,1
211030,,,,藿香,100,12.7,189,791,10.5,5,63.1,37.6,45.9
211031,,,,藿香(鲜),,79.9,,,,,5.5,5.5,0
211032,,,,藿香叶(鲜)[兜娄婆香],,72,89,372,8.6,1.7,13.7,3.8,
211033,,,,枸杞子,98,16.7,258,1079,13.9,1.5,64.1,16.9,252.1
219001,,,,甲鱼[鳖],70,75,118,494,17.8,4.3,2.1,,96.9
219002,,,,田鸡[青蛙],37,79.4,93,389,20.5,1.2,0,,11.8
219003,,,,田鸡腿[青蛙腿],35,81.7,79,331,11.8,1.4,4.7,,215.2
219004,,,,中国鲎[水鳖子],68,84.1,63,264,10.3,1.5,2.1,,395.8
219005,,,,蛇(均值),36,78.4,85,356,15.1,0.5,5,,90.8
219006,,,,饭铲头蛇,23,77.2,88,368,15.1,0.4,6.1,,105.2
219007,,,,过树榕蛇,31,80.6,75,314,13.7,0.2,4.5,,90.6
219008,,,,锦蛇,78,76.4,94,393,20.3,0.7,1.6,,67.8
219009,,,,三索线蛇,27,80.3,76,318,11.8,0.1,6.9,,104.4
219010,,,,水蛇,22,77.7,90,377,14.4,1,5.9,,85.8
219011,,,,蚕蛹,100,57.5,230,962,21.5,13,6.7,,140.2
219012,,,,冬虫夏草[虫草],100,6.4,292,1222,20.9,4.7,61.6,20.1,264
219013,,,,蝎子,100,48.4,177,741,26.2,4.7,7.5,,115.7
