Fcode,cmfp,dash,ahei,FD_name,edible,water,kcal,kj,prot,fat,cho,fiber,sodium
71013,,7,3,松子仁,100,0.8,698,2920,13.4,70.6,12.2,10,10.1
71014,,7,3,杏仁,100,5.6,562,2351,22.5,45.4,23.9,8,8.3
71015,,7,3,杏仁(大),100,6.2,503,2105,19.9,42.9,27.8,18.5,
71016,,7,3,杏仁(炒),91,2.1,600,2510,25.7,51,18.7,9.1,
71017,,7,3,杏仁(原味全部),100,5.3,578,2418,21.3,50.6,19.7,11.8,1
71018,,7,3,杏仁(漂白后),100,4.5,581,2431,21.9,50.6,19.9,10.4,28
71019,,7,3,杏仁(过油炸干),100,2.8,607,2540,21.2,55.2,17.7,10.5,1
71020,,7,3,杏仁(烤干，不加盐),100,2.6,597,2498,22.1,52.8,19.3,11.8,1
71021,,7,3,杏仁(烤干，加盐),100,2.6,597,2498,22.1,52.8,19.3,11.8,339
71022,,7,3,橡实[橡子，青冈子],70,42.3,231,967,4,2,50.5,1.3,
71023,,7,3,腰果,100,2.4,552,2310,17.3,36.7,41.6,3.6,251.3
71024,,7,3,榛子(干),27,7.4,542,2268,20,44.8,24.3,9.6,4.7
71025,,7,3,榛子(炒),21,2.3,594,2485,30.5,50.3,13.1,8.2,153
72001,,7,3,胡麻籽,98,6.9,390,1632,19.1,30.7,39.5,30.2,48.8
72002,,7,3,花生(鲜)[落花生，长生果],53,48.3,298,1247,12,25.4,13,7.7,3.7
72003,,7,3,花生(炒),71,4.1,589,2464,21.7,48,23.8,6.3,34.8
72004,,7,3,花生仁(生),100,6.9,563,2356,24.8,44.3,21.7,5.5,3.6
72005,,7,3,花生仁(炒),100,1.8,581,2431,23.9,44.4,25.7,4.3,445.1
72006,,7,3,葵花子(生),50,2.4,597,2498,23.9,49.9,19.1,6.1,5.5
72007,,7,3,葵花子(炒),52,2,616,2577,22.6,52.8,17.3,4.8,1322
72008,,7,3,葵花子仁,100,7.8,606,2536,19.1,53.4,16.7,4.5,5
72009,,7,3,莲子(干),100,9.5,344,1439,17.2,2,67.2,3,5.1
72010,,7,3,莲子(糖水罐头),100,49.2,201,841,2.8,0.5,46.9,0.7,8.7
72011,,7,3,南瓜子(炒)[白瓜子],68,4.1,574,2402,36,46.1,7.9,4.1,15.8
72012,,7,3,南瓜子仁,100,9.2,566,2368,33.2,48.1,4.9,4.9,20.6
72013,,7,3,西瓜子(炒),43,4.3,573,2397,32.7,44.8,14.2,4.5,187.7
72014,,7,3,西瓜子(话梅),38,5,541,2264,30.3,46.5,13.4,13.2,133.7
72015,,7,3,西瓜子仁,100,9.2,556,2326,32.4,45.9,8.6,5.4,9.4
72016,,7,3,芝麻籽(白),100,5.3,517,2163,18.4,39.6,31.5,9.8,32.2
72017,,7,3,芝麻籽(黑),100,5.7,531,2222,19.1,46.1,24,14,8.3
72018,,7,3,芡实米(鲜)[鸡头米],47,63.4,144,602,4.4,0.2,31.5,0.4,
72019,,7,3,芡实米[鸡头米],100,11.4,351,1469,8.3,0.3,79.6,0.9,28.4
81101,6,5,4,猪肉(肥瘦)(均值),100,46.8,395,1653,13.2,37,2.4,,59.4
81102,6,5,4,猪肉(肥),100,8.8,807,3376,2.4,88.6,0,,19.5
81103,6,5,4,猪肉(后臀尖),97,54,336,1406,14.6,30.8,0,,57.5
81104,6,5,4,猪肉(后肘),73,57.6,320,1339,17,28,0,,76.8
81105,6,5,4,猪肉(肋条肉),96,31.1,568,2377,9.3,59,0,,80
81106,6,5,4,猪肉(里脊),100,70.3,155,649,20.2,7.9,0.7,,43.2
81107,6,5,4,猪肉(奶脯)[软五花，猪夹心],85,56.8,349,1460,7.7,35.3,0,,36.7
81108,6,5,4,猪肉(奶面)[硬五花],79,53,339,1418,13.6,30.6,2.2,,52
81109,6,5,4,猪肉(前肘),77,56.2,287,1201,17.3,22.9,2.9,,122.3
81110,6,5,4,猪肉(瘦),100,71,143,598,20.3,6.2,1.5,,57.5
81111,6,5,4,猪肉(腿),100,67.6,190,795,17.9,12.8,0.8,,63
81112,6,5,4,猪肉(猪脖),90,31.1,577,2414,8,60.5,0,,54
81113,6,5,4,猪大肠,100,73.6,196,820,6.9,18.7,0,,116.3
81114,6,5,4,猪大排,68,58.8,264,1105,18.3,20.4,1.7,,44.5
81115,6,5,4,猪耳,100,69.4,176,736,19.1,11.1,0,,68.2
81116,6,5,4,猪蹄,60,58.2,260,1088,22.6,18.8,0,,101
81117,6,5,4,猪蹄筋,100,62.4,156,653,35.3,1.4,0.5,,178
81118,6,5,4,猪头皮,100,30.6,499,2088,11.8,44.6,12.7,,72.4
81119,6,5,4,猪小排,72,58.1,278,1163,16.7,23.1,0.7,,62.6
81120,6,5,4,猪肘棒,67,55.5,248,1038,16.5,16,9.4,,80
81201,6,5,4,猪胆肝,100,16.3,336,1406,44.2,6.4,25.3,,3625
81202,6,5,4,猪肚,96,78.2,110,460,15.2,5.1,0.7,,75.1
81203,6,5,4,猪肺,97,83.1,84,351,12.2,3.9,0.1,,81.4
81204,6,5,4,猪肝,99,70.7,129,540,19.3,3.5,5,,68.6
81205,6,5,4,猪脑,100,78,131,548,10.8,9.8,0,,130.7
81206,6,5,4,猪脾,100,79.4,94,393,13.2,3.2,3.1,,26.1
81207,6,5,4,猪舌[口条],94,63.7,233,975,15.7,18.1,1.7,,79.4
81208,6,5,4,猪肾[猪腰子],93,78.8,96,402,15.4,3.2,1.4,,134.2
81209,6,5,4,猪肾(腰子),92,75,137,573,16,8.1,0,,124.8
81210,6,5,4,猪小肠,100,85.4,65,272,10,2,1.7,,204.8
81211,6,5,4,猪心,97,76,119,498,16.6,5.3,1.1,,71.2
81212,6,5,4,猪血,100,85.8,55,230,12.2,0.3,0.9,,56
81301,6,5,4,叉烧肉,100,49.2,279,1167,23.8,16.9,7.9,,818.8
81302,6,5,4,宫爆肉丁(罐头),100,44.5,353,1477,17.7,27.6,8.4,,471.9
81303,6,5,4,酱汁肉,96,24,549,2297,15.5,50.4,8.4,,257.4
81304,6,5,4,腊肉(培根),100,63.1,181,757,22.3,9,2.6,,51.2
81305,6,5,4,腊肉(生),100,31.1,498,2084,11.8,48.8,2.9,,763.9
81306,6,5,4,卤猪杂,100,57.5,186,778,24.6,4.8,11,,881.4
81307,6,5,4,午餐肉,100,59.9,229,958,9.4,15.9,12,,981.9
81308,6,5,4,咸肉,100,40.4,390,1632,16.5,36,0,,195.6
81309,6,5,4,珍珠里脊丝(罐头),100,63.6,225,941,6.7,17.3,10.5,,572.3
81310,6,5,4,猪肝(卤煮),100,56.4,203,849,26.4,8.3,5.6,,674.7
81311,6,5,4,猪肉(清蒸),100,66.9,198,828,18.4,13.8,0,,210.6
81312,6,5,4,猪蹄(熟),43,55.8,260,1088,23.6,17,3.2,,363.2
81313,6,5,4,猪肘棒(熟),72,49.5,314,1314,21.3,24.5,2.1,,753.9
81314,6,5,4,猪肉松(均值),100,9.4,396,1657,23.4,11.5,49.7,,469
81315,6,5,4,福建式肉松,100,3.6,493,2063,25.1,26,39.7,,1419.9
81316,6,5,4,老年保健肉松,100,5.1,458,1916,35.8,20.5,32.5,,2301.7
81317,6,5,4,太仓肉松,100,24.4,316,1322,38.6,8.3,21.6,,1880
81401,6,5,4,茶肠,100,52.4,329,1377,9,29.6,6.7,,723.2
81402,6,5,4,大腊肠,100,54.9,267,1117,12.9,20.1,8.6,,1099.1
81403,6,5,4,大肉肠,100,57,273,1142,12,22.9,4.6,,1370.4
81404,6,5,4,蛋清肠,100,55.1,278,1163,12.5,22.8,5.8,,1143.2
81405,6,5,4,儿童肠,100,49.8,290,1213,13.1,19.6,15.3,,
81406,6,5,4,风干肠,100,55.8,283,1184,12.4,23.3,5.9,,618
81407,6,5,4,广东香肠,100,33.5,433,1812,18,37.3,6.4,,1477.9
81408,6,5,4,红果肠,100,51.4,260,1088,10.2,15.3,20.3,,781.3
81409,6,5,4,火腿肠,100,57.4,212,887,14,10.4,15.6,,771.2
81410,6,5,4,腊肠,100,8.4,584,2443,22,48.3,15.3,,1420
81411,6,5,4,松江肠,100,30.4,402,1682,12.3,26.5,28.5,,759
81412,6,5,4,蒜肠,100,52.5,309,1293,7.5,25.4,12.7,,561.5
81413,6,5,4,香肠,100,19.2,508,2125,24.1,40.7,11.2,,2309.2
81414,6,5,4,香肠(罐头),100,60.7,290,1213,7.9,28.1,1.3,,874.3
81415,6,5,4,小红肠,100,56.2,280,1172,11.8,23.2,6,,682.2
81416,6,5,4,小泥肠,100,56.4,295,1234,11.3,26.3,3.2,,648.2
81417,6,5,4,午餐肠,100,52.4,261,1092,2.9,16.6,24.9,,552.8
81418,6,5,4,午餐肚,100,50.5,181,757,9.3,0.5,34.7,,294.4
81419,6,5,4,方腿,100,73.9,117,490,16.2,5,1.9,,424.5
81420,6,5,4,火腿,100,47.9,330,1381,16,27.4,4.9,,1086.7
81421,6,5,4,金华火腿,100,48.7,318,1331,16.4,28,0.1,,233.4
81422,6,5,4,圆腿,100,70.9,139,582,18.4,6.5,1.6,,373.4
82101,6,5,4,牛肉(肥瘦)(均值),99,72.8,125,523,19.9,4.2,2,,84.2
82102,6,5,4,牛肉(腑肋),100,75.1,123,515,18.6,5.4,0,,66.6
82103,6,5,4,牛肉(后腿),100,74.9,106,444,20.9,2,1.1,,45.4
82104,6,5,4,牛肉(后腱),94,75.6,98,410,20.1,1,2.2,,85.3
82105,6,5,4,牛肉(里脊),100,73.2,107,448,22.2,0.9,2.4,,75.1
82106,6,5,4,牛肉(前腿),100,74.9,105,439,19.2,1.8,2.9,,69.9
82107,6,5,4,牛肉(前腱),95,72.2,113,473,20.3,1.3,5.1,,83.1
82108,6,5,4,牛肉(瘦),100,75.2,106,444,20.2,2.3,1.2,,53.6
82109,6,5,4,牛蹄筋,100,62,151,632,34.1,0.5,2.6,,153.6
82110,6,5,4,牛蹄筋(泡发),100,93.6,25,105,6,,0.2,,81
82201,6,5,4,牛鞭(泡发),100,71.8,117,490,27.2,0.9,0,,32
82202,6,5,4,牛大肠,100,85.9,66,276,11,2.3,0.4,,28
82203,6,5,4,牛肚,100,83.4,72,301,14.5,1.6,0,,60.6
82204,6,5,4,牛肺,100,78.6,95,397,16.5,2.5,1.5,,154.8
82205,6,5,4,牛肝,100,68.7,139,582,19.8,3.9,6.2,,45
82206,6,5,4,牛脑,100,75.1,149,623,12.5,11,0.1,,185.6
82207,6,5,4,牛舌,100,66.7,196,820,17,13.3,2,,58.4
82208,6,5,4,牛肾,89,78.3,94,393,15.6,2.4,2.6,,180.8
82209,6,5,4,牛心,100,77.2,106,444,15.4,3.5,3.1,,47.9
82301,6,5,4,酱牛肉,100,50.7,246,1029,31.4,11.9,3.2,,869.2
82302,6,5,4,煨牛肉(罐头),100,70.1,166,695,16.7,11,0.1,,609.4
82303,6,5,4,牛肉干,100,9.3,550,2301,45.6,40,1.9,,412.4
82304,6,5,4,咖哩牛肉干,100,13.3,326,1364,45.9,2.7,29.5,,2075
82305,6,5,4,牛肉松,100,2.7,445,1862,8.2,15.7,67.7,,1945.7
82306,6,5,4,牛蹄筋(熟),100,64,147,615,35.2,0.6,0.1,,99.3
83101,6,5,4,羊肉(肥瘦)(均值),90,65.7,203,849,19,14.1,0,,80.6
83102,6,5,4,羊肉(冻),100,58.4,285,1192,12.6,24.4,3.8,,122.2
83103,6,5,4,羊肉(后腿),77,75.8,110,460,19.5,3.4,0.3,,60
83104,6,5,4,羊肉(颈),74,71,135,565,21.3,4.6,2.2,,75.2
83105,6,5,4,羊肉(里脊),100,75.4,103,431,20.5,1.6,1.6,,74.4
83106,6,5,4,羊肉(前腿),71,75.7,110,460,18.6,3.2,1.6,,74.4
83107,6,5,4,羊肉(青羊),100,75.3,99,414,21.3,1.1,1,,41.7
83108,6,5,4,羊肉(瘦),90,74.2,118,494,20.5,3.9,0.2,,69.4
83109,6,5,4,羊肉(胸脯),81,73.6,133,556,19.4,6.2,0,,86.6
83110,6,5,4,山羊肉(冻),100,56.4,293,1226,8.7,24.5,9.4,,160.6
83111,6,5,4,羊蹄筋(生),100,62.8,159,665,34.3,2.4,0,,149.7
83112,6,5,4,羊蹄筋(泡发),100,89.5,41,172,8.4,,1.9,,48.8
83201,6,5,4,羊大肠,100,83.4,75,314,13.4,2.4,0,,79
83202,6,5,4,羊肚,100,81.7,87,364,12.2,3.4,1.8,,66
83203,6,5,4,羊肺,100,77.7,96,402,16.2,2.4,2.5,,146.2
83204,6,5,4,羊肝,100,69.7,134,561,17.9,3.6,7.4,,123
83205,6,5,4,羊脑,100,76.3,142,594,11.3,10.7,0.1,,151.8
83206,6,5,4,羊舌,100,60.9,225,941,19.4,14.2,4.8,,
83207,6,5,4,羊肾,95,78.2,96,402,16.6,2.8,1,,193.3
83208,6,5,4,羊心,100,77.7,113,473,13.8,5.5,2,,100.8
83209,6,5,4,羊血,100,85,57,238,6.8,0.2,6.9,,443.4
83301,6,5,4,腊羊肉,100,47.8,246,1029,26.1,10.6,11.5,,8991.6
83302,6,5,4,羊肉(熟),100,61.7,217,908,23.2,13.8,0,,408
83303,6,5,4,羊肉串(电烤),100,52.8,234,979,26.4,11.6,6,,796.3
83304,6,5,4,羊肉串(烤),100,58.7,206,862,26,10.3,2.4,,484.8
83305,6,5,4,羊肉串(炸),100,57.4,217,908,18.3,11.5,10,,580.8
83306,6,5,4,羊肉干,100,9.1,588,2460,28.2,46.7,13.7,,184
83307,6,5,4,羊肉手抓,70,62.9,188,787,27.3,8.8,0,,226.2
83308,6,5,4,山羊肉(酱),100,45.7,272,1138,25.4,13.7,11.8,,937.8
84101,6,5,4,驴肉(瘦),100,73.8,116,485,21.5,3.2,0.4,,46.9
84201,6,5,4,驴鞭,100,60.4,143,598,29.7,0.8,4.3,,698.1
84301,6,5,4,驴肉(酱),100,61.4,160,669,33.7,2.8,0,,228.6
84302,6,5,4,驴肉(卤),100,63.1,151,632,27.7,1.9,5.8,,307
84303,6,5,4,驴肉(煮),100,57.7,230,962,27,13.5,0,,207.4
85101,6,5,4,马肉,100,74.1,122,510,20.1,4.6,0.1,,115.8
85201,6,5,4,马心,100,76.3,104,435,18.9,2.7,1,,66.2
85301,6,5,4,马肉(卤),100,61.9,170,711,30.5,4.8,1.2,,236.9
89001,6,5,4,狗肉,80,76,116,485,16.8,4.6,1.8,,47.4
89002,6,5,4,骆驼蹄,100,72.2,116,485,25.6,1.4,0.2,,210.3
89003,6,5,4,骆驼掌,100,21.9,310,1297,72.8,2,0.3,,170.6
89004,6,5,4,兔肉,100,76.2,102,427,19.7,2.2,0.9,,45.1
89005,6,5,4,兔肉(野),100,80.6,84,351,16.6,2,0,,88.3
91101,6,5,,鸡(均值),66,69,167,699,19.3,9.4,1.3,,63.3
91102,6,5,,鸡(土鸡，家养),58,73.5,124,519,20.8,4.5,0,,74.1
91103,6,5,,母鸡(一年内),66,56,256,1071,20.3,16.8,5.8,,62.2
91104,6,5,,肉鸡(肥),74,46.1,389,1628,16.7,35.4,0.9,,47.8
91105,6,5,,华青鸡,70,70.7,158,661,19.6,8.8,0,,62.8
91106,6,5,,沙鸡,41,70.5,147,615,20,6.7,1.6,,81.9
91107,6,5,,乌骨鸡,48,73.9,111,464,22.3,2.3,0.3,,64
91108,6,5,,鸡胸脯肉,100,72,133,556,19.4,5,2.5,,34.4
91109,6,5,,鸡翅,69,65.4,194,812,17.4,11.8,4.6,,50.8
91110,6,5,,鸡腿,69,70.2,181,757,16,13,0,,64.4
91111,6,5,,鸡爪,60,56.4,254,1063,23.9,16.4,2.7,,169
91201,6,5,,鸡肝,100,74.4,121,506,16.6,4.8,2.8,,92
91202,6,5,,鸡肝(肉鸡),100,74,121,506,16.7,4.5,3.5,,98.2
91203,6,5,,鸡心,100,70.8,172,720,15.9,11.8,0.6,,108.4
91204,6,5,,鸡血,100,87,49,205,7.8,0.2,4.1,,208
91205,6,5,,鸡肫[鸡胗],100,73.1,118,494,19.2,2.8,4,,74.8
91301,6,5,,扒鸡,66,56,217,908,29.6,11,0,,1000.7
91302,6,5,,烤鸡,73,59,240,1004,22.4,16.7,0.1,,472.3
91303,6,5,,肯德鸡[炸鸡],70,49.4,279,1167,20.3,17.3,10.5,,755
91304,6,5,,卤煮鸡,70,54.4,212,887,29.4,7.9,5.8,,221.7
91305,6,5,,瓦罐鸡汤(肉),100,63.3,190,795,20.9,9.5,5.2,,201.2
91306,6,5,,瓦罐鸡汤(汤),100,95.2,27,113,1.3,2.4,0,,251.4
91307,6,5,,鸡肉松,100,4.9,440,1841,7.2,16.4,65.8,,1687.8
92101,6,5,,鸭(均值),68,63.9,240,1004,15.5,19.7,0.2,,69
92102,6,5,,公麻鸭,63,47.9,360,1506,14.3,30.9,6.1,,61.6
92103,6,5,,母麻鸭,75,40.2,461,1929,13,44.8,1.4,,48.8
92104,6,5,,鸭胸脯肉,100,78.6,90,377,15,1.5,4,,60.2
92105,6,5,,鸭皮,100,28.1,538,2251,6.5,50.2,15.1,,26.2
92106,6,5,,鸭翅,67,70.6,146,611,16.5,6.1,6.3,,53.6
92107,6,5,,鸭掌,59,64.7,150,628,26.9,1.9,6.2,,61.1
92201,6,5,,鸭肠,53,77,129,540,14.2,7.8,0.4,,32
92202,6,5,,鸭肝,100,76.3,128,536,14.5,7.5,0.5,,87.2
92203,6,5,,鸭肝(公麻鸭),100,69.8,136,569,14.7,4.1,10.1,,99.3
92204,6,5,,鸭肝(母麻鸭),100,73.5,113,473,16.8,2.5,5.9,,107.5
92205,6,5,,鸭舌[鸭条],61,62.6,245,1025,16.6,19.7,0.4,,81.5
92206,6,5,,鸭心,100,74.5,143,598,12.8,8.9,2.9,,86.2
92207,6,5,,鸭血(白鸭),100,72.6,108,452,13.6,0.4,12.4,,173.6
92208,6,5,,鸭血(公麻鸭),100,85.1,56,234,13.2,0.4,0,,198.6
92209,6,5,,鸭血(母麻鸭),100,85.6,55,230,13.1,0.3,0,,175.2
92210,6,5,,鸭胰,97,72.6,117,490,21.7,2.9,1,,55.7
92211,6,5,,鸭肫,93,77.8,92,385,17.9,1.3,2.1,,69.2
92212,6,5,,鸭肫(公麻鸭),100,72.6,112,469,19.8,1.2,5.4,,70.1
92213,6,5,,鸭肫(母麻鸭),100,72.9,126,527,20.4,4.2,1.6,,69
92301,6,5,,北京烤鸭,80,38.2,436,1824,16.6,38.4,6,,83
92302,6,5,,北京填鸭,75,45,425,1778,9.3,41.3,3.9,,45.5
92303,6,5,,红烧鸭(罐头),100,51.4,338,1414,15.3,30.5,0.6,,628.3
92304,6,5,,酱鸭,80,53.6,266,1113,18.9,18.4,6.3,,981.3
92305,6,5,,酱鸭(加梅菜，罐头),93,61.9,248,1038,11.8,21.7,2.5,1.2,474.5
92306,6,5,,盐水鸭(熟),81,51.7,313,1310,16.6,26.1,2.8,,1557.5
93101,6,5,,鹅,63,61.4,251,1050,17.9,19.9,0,,58.8
93201,6,5,,鹅肝,100,70.7,129,540,15.2,3.4,9.3,,70.2
93202,6,5,,鹅肫,100,76.3,100,418,19.6,1.9,1.1,,58.2
93301,6,5,,烧鹅,73,52.8,289,1209,19.7,21.5,4.2,,240
94101,6,5,,火鸡腿,100,77.8,91,381,20,1.2,0,,168.4
94102,6,5,,火鸡胸脯肉,100,73.6,103,431,22.4,0.2,2.8,,93.7
94201,6,5,,火鸡肝,100,69.9,143,598,20,5.6,3.1,,128.6
94202,6,5,,火鸡肫,100,76.5,91,381,18.9,0.3,3.2,,57
99001,6,5,,鸽,42,66.6,201,841,16.5,14.2,1.7,,63.6
99002,6,5,,鹌鹑,58,75.1,110,460,20.2,3.1,0.2,,48.4
101101,4,4,,牛乳(均值),100,89.8,54,226,3,3.2,3.4,,37.2
101102,4,4,,牛乳(美国牛),100,88.6,59,247,2.9,3.2,4.6,,40.2
101103,4,4,,牛乳(强化VA，VD),100,89,51,213,2.7,2,5.6,,42.6
101104,4,4,,牛乳(西德牛),100,88.1,60,251,3.1,3,5.1,,45.8
101201,4,4,,鲜羊乳,100,88.9,59,247,1.5,3.5,5.4,,20.6
101301,4,4,,人乳,100,87.6,65,272,1.3,3.4,7.4,,
102101,4,4,,牛乳粉(多维奶粉),100,2.8,484,2025,19.9,22.7,49.9,,567.8
102102,4,4,,全脂加糖奶粉,100,1.2,490,2050,22.5,23.4,47.4,,450.8
102103,4,4,,全脂牛奶粉,100,2.3,478,2000,20.1,21.2,51.7,,260.1
102104,4,4,,全脂速溶奶粉,100,2.3,466,1950,19.9,18.9,54,,247.6
102201,4,4,,全脂羊乳粉,100,1.4,498,2084,18.8,25.2,49,,
103001,4,4,,酸奶(均值),100,84.7,72,301,2.5,2.7,9.3,,39.8
103002,4,4,,酸奶(高蛋白),100,86.6,62,259,3.2,2.2,7.3,,43
103003,4,4,,酸奶(脱脂),100,85.5,57,238,3.3,0.4,10,,27.7
103004,4,4,,酸奶(中脂),100,85.8,64,268,2.7,1.9,9,,13
103005,4,4,,酸奶(果料),100,84.4,67,280,3.1,1.4,10.4,,32.5
103006,4,4,,酸奶(桔味，脱脂),100,87.6,48,201,3.2,0.3,8.2,,2.6
104001,4,4,,奶酪[干酪],100,43.5,328,1372,25.7,23.5,3.5,,584.6
104002,4,4,,奶豆腐(脱脂),100,14.7,343,1435,53.7,2.5,26.5,,55.4
104003,4,4,,奶豆腐(鲜),100,31.9,305,1276,46.2,7.8,12.5,,90.2
104004,4,4,,奶疙瘩[奶酪干，干酸奶],100,8.9,426,1782,55.1,15,17.7,,79.3
104005,4,4,,契达干酪(普通),100,36,412,1708,25.5,34.4,0.1,,670
104006,4,4,,契达干酪(脱脂),100,47.1,261,1091,31.5,15,,,670
104007,4,4,,曲拉,100,8.2,356,1490,39.1,2.9,43.4,,285.2
104008,4,4,,全脂软酪,100,58,313,1239,8.6,31,,,330
104009,4,4,,酸酪蛋,100,11.2,443,1854,40.4,20.4,24.4,,130.8
104010,4,4,,羊乳酪,100,56.5,250,1037,15.6,20.2,1.5,,1440
104011,4,4,,中脂软酪,100,69.5,179,743,9.2,14.5,3.1,,
105001,4,4,,奶油,100,0.7,879,3678,0.7,97,0.9,,268
105002,4,4,,奶油(焦克),100,48.1,447,1870,3,48.3,0,,41.1
105003,4,4,,奶油(食品工业),100,43.4,504,2109,1.1,55.5,0,,190.8
105004,4,4,,黄油,100,0.5,888,3715,1.4,98,0,,40.3
105005,4,4,,黄油渣,100,4.7,599,2506,11.1,43.8,40,,60.2
105006,4,4,,白脱(食品工业)[牛油，黄油],100,17.7,744,3113,,82.7,0,,18
105007,4,4,,酥油,100,2.5,860,3598,1.5,94.4,1.1,,73
109001,4,4,,炼乳(甜，罐头),100,26.2,332,1389,8,8.7,55.4,,211.9
109002,4,4,,奶皮子,100,36.9,460,1925,12.2,42.9,6.3,,2.3
109003,4,4,,奶片,100,3.7,472,1975,13.3,20.2,59.3,,179.7
111101,8,6,,鸡蛋(均值),88,74.1,144,602,13.3,8.8,2.8,,131.5
111102,8,6,,鸡蛋(白皮),87,75.8,138,577,12.7,9,1.5,,94.7
111103,8,6,,鸡蛋(红皮),88,73.8,156,653,12.8,11.1,1.3,,125.7
111104,8,6,,鸡蛋(土鸡),88,72.6,138,577,14.4,6.4,5.6,,174
111105,8,6,,鸡蛋白,100,84.4,60,251,11.6,0.1,3.1,,79.4
111106,8,6,,鸡蛋白(乌骨鸡),100,88.4,44,184,9.8,0.1,1,,165.1
111107,8,6,,鸡蛋黄,100,51.5,328,1372,15.2,28.2,3.4,,54.9
111108,8,6,,鸡蛋黄(乌骨鸡),100,57.8,263,1100,15.2,19.9,5.7,,57.2
111201,8,6,,鸡蛋粉[全蛋粉],100,2.5,545,2280,43.4,36.2,11.3,,393.2
111202,8,6,,鸡蛋黄粉,100,4.6,644,2694,31.6,55.1,5.3,,89.8
111203,8,6,,松花蛋(鸡蛋),83,66.4,178,745,14.8,10.6,5.8,,
112101,8,6,,鸭蛋,87,70.3,180,753,12.6,13,3.1,,106
112102,8,6,,鸭蛋白,100,87.7,47,197,9.9,,1.8,,71.2
112103,8,6,,鸭蛋黄,100,44.9,378,1582,14.5,33.8,4,,30.1
112201,8,6,,松花蛋(鸭蛋)[皮蛋],90,68.4,171,715,14.2,10.7,4.5,,542.7
112202,8,6,,咸鸭蛋,88,61.3,190,795,12.7,12.7,6.3,,2706.1
113101,8,6,,鹅蛋,87,69.3,196,820,11.1,15.6,2.8,,90.6
113102,8,6,,鹅蛋白,100,87.2,48,201,8.9,,3.2,,77.3
113103,8,6,,鹅蛋黄,100,50.1,324,1356,15.5,26.4,6.2,,24.4
114101,8,6,,鹌鹑蛋,86,73,160,669,12.8,11.1,2.1,,106.6
114201,8,6,,鹌鹑蛋(五香罐头),89,74.4,152,636,11.6,11.7,0,,711.5
121101,7,5,,白条鱼(裸鱼),59,76.8,103,431,16.6,3.3,1.6,,68
121102,7,5,,草鱼[白鲩，草包鱼],58,77.3,113,473,16.6,5.2,0,,46
121103,7,5,,赤眼鳟[金目鱼],59,76.5,109,456,18.1,4.1,0,,87
121104,7,5,,感鱼[猴鱼],54,76,114,477,17.5,4.3,1.2,,158.4
121105,7,5,,胡子鲇[塘虱(鱼)],50,72.6,146,611,15.4,8,3.1,,45.5
121106,7,5,,黄颡鱼[戈牙鱼，黄鳍鱼],52,71.6,124,519,17.8,2.7,7.1,,250.4
121107,7,5,,黄鳝[鳝鱼],67,78,89,372,18,1.4,1.2,,70.2
121108,7,5,,黄鳝丝,88,83.2,69,289,15.4,0.8,0,,131
121109,7,5,,尖嘴白,80,68.6,137,573,22.7,3.3,4.1,,48.3
121110,7,5,,口头鱼,56,70.3,134,561,19.6,4.2,4.5,,47.7
121111,7,5,,鲤鱼[鲤拐子],54,76.7,109,456,17.6,4.1,0.5,,53.7
121112,7,5,,罗非鱼,55,76,98,410,18.4,1.5,2.8,,19.8
121113,7,5,,罗非鱼(莫桑比克)[非洲黑鲫鱼],53,80.9,77,322,16,1,1,,66.8
121114,7,5,,泥鳅,60,76.6,96,402,17.9,2,1.7,,74.8
121115,7,5,,青鱼[青皮鱼，青鳞鱼，青混],63,73.9,118,494,20.1,4.2,0,,47.4
121116,7,5,,乌鳢[黑鱼，石斑鱼，生鱼],57,78.7,85,356,18.5,1.2,0,,48.8
121117,7,5,,银鱼[面条鱼],100,76.2,105,439,17.2,4,0,,8.6
121118,7,5,,湟鱼(裸鲤鱼),56,71.3,124,519,17.1,3.2,6.7,,42
121119,7,5,,湟鱼(裸鱼),48,76.7,100,418,17.8,2.3,2,,117
121120,7,5,,鲇鱼[胡子鲇，鲢胡，旺虾],65,78,103,431,17.3,3.7,0,,49.6
121121,7,5,,鲒花,63,76.7,117,490,15.6,6.1,0,,63.5
121122,7,5,,鲢鱼[白鲢，胖子，连子鱼],61,77.4,104,435,17.8,3.6,0,,57.5
121123,7,5,,鲫鱼[喜头鱼，海附鱼],54,75.4,108,452,17.1,2.7,3.8,,41.2
121124,7,5,,鲮鱼[雪鲮],57,77.7,95,397,18.4,2.1,0.7,,40.1
121125,7,5,,鲮鱼(罐头),100,27,399,1669,30.7,26.9,8.5,,2310
121126,7,5,,鳊鱼[鲂鱼，武昌鱼],59,73.1,135,565,18.3,6.3,1.2,,41.1
121127,7,5,,鳗鲡[鳗鱼，河鳗],84,67.1,181,757,18.6,10.8,2.3,,58.8
121128,7,5,,鳙鱼[胖头鱼，摆佳鱼，花鲢鱼],61,76.5,100,418,15.3,2.2,4.7,,60.6
121129,7,5,,鳜鱼[桂鱼，花鲫鱼],61,74.5,117,490,19.9,4.2,0,,68.6
121130,7,5,,鳟鱼[红鳟鱼],57,77,99,414,18.6,2.6,0.2,,110
121201,7,5,,白姑鱼[白米子(鱼)],67,71.5,150,628,19.1,8.2,0,,152.7
