COMMID,comm_type,T1,T2,T3,T4,STRATUM,wave,index,comm,denc,div,econ,health,house,market,soc,trans,edc,mart,sani
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,2011,77.506666667,,5,6.5,5,8.75,10,5,1.25,6.6666666667,4.24,6,10
371104,2. SUBURBAN VILLAGE,37,1,1,4,2,1989,54.055,5.9,7.5,4.25,5,6.4,4.125,5,0,5,2.08,2.5,6.3
371104,2. SUBURBAN VILLAGE,37,1,1,4,2,1991,64.81,4,7.5,4.25,5,8,4,8.75,0,10,2.26,1.25,9.8
371104,2. SUBURBAN VILLAGE,37,1,1,4,2,1993,71.805,5.9,7.5,4,5,8,5.125,8.75,0,10,2.48,6.25,8.8
371104,2. SUBURBAN VILLAGE,37,1,1,4,2,1997,72.266666667,6.1,7.5,6,5,8,6.75,8.75,0,6.6666666667,3.5,5,9
371105,1. URBAN NEIGHBORHOOD,37,1,1,5,1,1997,62.31,5.9,7.5,5.5,5,8,5.75,5,0,0,3.16,7.5,9
371105,1. URBAN NEIGHBORHOOD,37,1,1,5,1,2000,72.370238095,5.2,8,5.75,4.75,8,5.25,7.0535714286,1.25,6.6666666667,4.4,6.25,9.8
371105,1. URBAN NEIGHBORHOOD,37,1,1,5,1,2004,85.545,5.3,8,7.5,10,8,5.375,10,8.75,5,4.32,5.5,7.8
371105,1. URBAN NEIGHBORHOOD,37,1,1,5,1,2006,73.618333333,6.58,8,6,10,8,5.265,3.75,6.25,3.3333333333,4.74,2,9.7
371108,2. SUBURBAN VILLAGE,37,1,1,8,2,2000,82.081666667,5.9,6,4,10,6,9.375,10,2.5,6.6666666667,4.64,7.5,9.5
371108,2. SUBURBAN VILLAGE,37,1,1,8,2,2004,84.216666667,6.6,6,6,10,8,9.5,10,1.25,6.6666666667,2.7,7.5,10
371108,2. SUBURBAN VILLAGE,37,1,1,8,2,2006,85.706666667,8,4.5,7,10,8,9.75,10,1.25,6.6666666667,3.04,7.5,10
371108,2. SUBURBAN VILLAGE,37,1,1,8,2,2009,81.33,8.9,4.5,7.5,10,8.75,9.25,5,1.25,10,4.38,3,8.8
371108,2. SUBURBAN VILLAGE,37,1,1,8,2,2011,80.871666667,,4.5,7.5,10,8.75,9.625,5,1.25,6.6666666667,4.18,4.5,10
371109,1. URBAN NEIGHBORHOOD,37,1,1,9,1,2009,92.926666667,7.95,7,7.5,10,5,10,10,8.75,6.6666666667,4.56,5.5,10
371109,1. URBAN NEIGHBORHOOD,37,1,1,9,1,2011,89.116553885,,7,6,10,8.75,8.0263157895,2.0535714286,8.75,6.6666666667,7.3,7.5,8.7
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,1989,47.988571429,5.8,4.5,4,4.9,4,0.1785714286,8.75,0,5,1.56,2.5,6.8
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,1991,53.558571429,5.44,5.5,3.5,5,8.75,0.1785714286,8.75,0,5,1.64,2.5,7.3
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,1993,54.843333333,5.69,6,4,5,10,2.5,5,0,3.3333333333,1.82,2.5,9
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,1997,53.29,6,4.5,3.5,5,8,4.25,5,0,0,2.24,7.5,7.3
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,2000,76.66,6,6.5,5.25,10,4,3.5,10,1.25,10,2.86,7.5,9.8
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,2004,72.707857143,6.3,6.5,5,10,4,4.0178571429,10,3.75,10,2.64,3,7.5
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,2006,89.275,7.1,6.5,7,10,6.4,7.125,7.5,8.75,10,3.6,6,9.3
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,2009,83.930238095,7.7,6.5,7,10,5,7.375,8.9285714286,7.5,6.6666666667,3.96,6,7.3
371201,1. URBAN NEIGHBORHOOD,37,1,2,1,1,2011,91.484285714,,6,7,9,8.75,7,8.2142857143,7.5,10,4.72,5,10
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,1989,40.18952381,4,4,4.25,5,4,1.4285714286,3.2142857143,0,6.6666666667,2.38,1.25,4
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,1991,43.566666667,5,4.5,4.25,5,4,1.9257142857,3.2142857143,0,6.6666666667,2.36,1.25,5.4
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,1993,46.75452381,5,4.5,5.5,3.85,7.5,2.8778571429,1.25,0,6.6666666667,2.66,1.25,5.7
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,1997,51.966666667,5,4.5,5,1.5,6,5.75,1.25,0,6.6666666667,3,7.5,5.8
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,2000,74.655,6.1,4.5,3.5,10,3.2,4.125,10,1.25,10,2.48,10,9.5
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,2004,75.130714286,6.7,6,5.25,7,4,4.125,9.2857142857,3.75,10,3.22,10,5.8
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,2006,84.89,7.4,6.5,5.5,10,8,7.75,8.75,3.75,10,3.94,6,7.3
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,2009,82.246904762,8.1,6,6.5,10,5,7.625,8.9285714286,7.5,3.3333333333,4.76,6,8.5
371202,1. URBAN NEIGHBORHOOD,37,1,2,2,1,2011,91.924285714,,6,6,9,8.75,7.5,8.2142857143,7.5,10,4.46,6.5,10
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,1989,54.841666667,3,9,5,5,8,3,3.125,0,6.6666666667,2.5,3.75,5.8
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,1991,61.430119048,6,9,6,5,6.4,4.0025,1.9642857143,0,8.3333333333,2.78,6.25,5.7
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,1993,71.313571429,6,9,4,5,6.4,7.045,7.6785714286,0,10,2.44,8.75,5
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,1997,76.215,5.6,9,6.5,5,6.4,7.875,10,0,10,2.34,7.5,6
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,2000,82.468333333,5,9,6.5,5,8,8.875,10,1.25,8.3333333333,2.96,8.75,8.8
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,2004,95.7925,6.95,10,8,10,8,9.6425,7.5,2.5,10,4.2,9,10
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,2006,97.7225,7.34,10,8,10,8,9.6425,10,2.5,10,4.74,7.5,10
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,2009,106.46184211,8,10,7.5,10,8.75,9.7368421053,9.375,10,10,4.9,9,9.2
371203,2. SUBURBAN VILLAGE,37,1,2,3,2,2011,85.858333333,,8.5,8.5,7,1.25,9.625,10,1.25,8.3333333333,5.5,8.5,8.8
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,1989,53.810952381,3.8,7.5,5,5,8,3.25,1.9642857143,0,6.6666666667,2.88,3.75,6
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,1991,62.316904762,5.9,7.5,5.5,5,8,2.875,2.6785714286,0,8.3333333333,3.28,6.25,7
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,1993,60.731666667,5.86,7.5,4.75,4.85,4.375,7.5,0,0,6.6666666667,3.38,6.25,9.6
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,1997,61.321666667,5.1,7.5,5,9,4,9.625,0,0,6.6666666667,3.68,1.25,9.5
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,2000,71.671666667,6.18,7.5,6,5,6,8.865,3.75,1.25,6.6666666667,3.86,7.5,9.1
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,2004,86,6.9,8,6.5,10,6,10,3.75,1.25,10,4.1,9.5,10
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,2006,78.058333333,5.1,8.5,7,10,6,9.875,5,1.25,3.3333333333,4,8,10
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,2009,98.405,7.9,8.5,7.5,10,8.75,9.875,5,10,10,3.38,7.5,10
371204,2. SUBURBAN VILLAGE,37,1,2,4,2,2011,94.693333333,,8.5,6,10,7.5,8.5,10,10,3.3333333333,3.66,9,9.8
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,1989,47.294761905,1.9,6,5,5,6,1.0714285714,8.75,0,3.3333333333,2.74,5,2.5
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,1991,60.781666667,4.9,6,3.5,5,8,2.875,8.75,0,6.6666666667,3.04,6.25,5.8
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,1993,66.165,5,6,4.5,5,8,3,5.625,0,10,3.54,10,5.5
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,1997,77.105,6.1,6,5,5,8,5.125,10,0,10,3.08,10,8.8
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,2000,75.57,6.1,6,5.5,5,6,4.5,10,1.25,10,3.72,10,7.5
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,2004,77.066666667,6.4,6,5.5,10,6,6.5,7.5,5,6.6666666667,3.2,7,7.3
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,2006,77.526666667,8,6,6.5,5,4.8,8.25,10,1.25,6.6666666667,3.76,9,8.3
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,2009,75.588596491,7.32,6,6,10,7.5,7.1052631579,7.5,1.25,3.3333333333,3.88,7,8.7
372101,3. COUNTY TOWN NEIGHBORHOOD,37,2,1,1,3,2011,74.778333333,,6,6.5,10,7.5,8.375,7.5,1.25,3.3333333333,4.42,7,5
372102,4. RURAL VILLAGE,37,2,1,2,4,1989,38.496666667,4.8,7,3.5,3,6,2.5,1.25,0,1.6666666667,1.48,5,2.3
372102,4. RURAL VILLAGE,37,2,1,2,4,1991,57.396666667,4.9,7,3,4.5,8,2.75,8.75,0,6.6666666667,1.78,3.75,6.3
372102,4. RURAL VILLAGE,37,2,1,2,4,1993,43.998333333,5,7,3.5,5,6,2.875,0,0,3.3333333333,2.04,3.75,5.5
372102,4. RURAL VILLAGE,37,2,1,2,4,1997,57.27452381,5.9,7,4,4.75,4,3.2678571429,10,0,6.6666666667,2.14,3.75,5.8
372102,4. RURAL VILLAGE,37,2,1,2,4,2000,57.508333333,5.2,7,4,5,6,4.875,10,1.25,3.3333333333,2.6,3.75,4.5
372102,4. RURAL VILLAGE,37,2,1,2,4,2004,52.463333333,5.1,7,4,5,6,5,0,1.25,8.3333333333,2.98,2.5,5.3
372102,4. RURAL VILLAGE,37,2,1,2,4,2006,61.106666667,6.3,4.5,6,10,1.6,5.75,5,3.75,6.6666666667,3.04,3,5.5
372102,4. RURAL VILLAGE,37,2,1,2,4,2009,58.218333333,8.3,4.5,5.5,4.55,5,7.375,5,2.5,3.3333333333,3.16,2.5,6.5
372102,4. RURAL VILLAGE,37,2,1,2,4,2011,61.598333333,,4.5,5.5,9,1.25,9.875,5,2.5,3.3333333333,3.44,2.5,5.3
372103,4. RURAL VILLAGE,37,2,1,3,4,1989,22.758571429,2.7,5,3.5,0.05,6,0.125,3.3035714286,0,0,1.78,0,0.3
372103,4. RURAL VILLAGE,37,2,1,3,4,1991,39.850238095,4.1,5,3,3.5,4,1.1964285714,6.6071428571,0,1.6666666667,1.78,5,4
372103,4. RURAL VILLAGE,37,2,1,3,4,1993,24.61,4.7,5.5,2.5,1.5,3,0,0,0,0,1.66,1.25,4.5
372103,4. RURAL VILLAGE,37,2,1,3,4,1997,34.912857143,5.9,5,3,1.5,4,2.1428571429,0,0,5,1.82,3.75,2.8
372103,4. RURAL VILLAGE,37,2,1,3,4,2000,31.965714286,2.7,5,3,1.5,4,2.625,1.1607142857,2.5,5,2.18,0,2.3
372103,4. RURAL VILLAGE,37,2,1,3,4,2004,37.7,4.1,5,4.5,2,4,2.625,0.625,1.25,5,2.3,1.5,4.8
372103,4. RURAL VILLAGE,37,2,1,3,4,2006,38.789166667,5.78,5,6,3.5,1.6,3.4725,0,1.25,6.6666666667,2.12,0,3.4
372103,4. RURAL VILLAGE,37,2,1,3,4,2009,40.280952381,7,5,5.5,3,1.25,4.25,0.7142857143,2.5,1.6666666667,2.1,1.5,5.8
372103,4. RURAL VILLAGE,37,2,1,3,4,2011,45.495952381,,5,5.25,7,1.25,4.625,0.7142857143,1.25,1.6666666667,2.44,4,4.3
372104,4. RURAL VILLAGE,37,2,1,4,4,1989,33.153333333,3.5,5.5,4.5,0.05,4,1.0714285714,1.4285714286,0,3.3333333333,2.52,6.25,1
372104,4. RURAL VILLAGE,37,2,1,4,4,1991,44.495238095,4.1,5.5,3.75,1.5,6,2.5,1.4285714286,0,6.6666666667,2.8,6.25,4
372104,4. RURAL VILLAGE,37,2,1,4,4,1993,41.668333333,4.8,5.5,4.25,1.5,6,2.875,0,0,3.3333333333,2.86,6.25,4.3
372104,4. RURAL VILLAGE,37,2,1,4,4,1997,51.711666667,5,5.5,5.5,1.5,8,2.625,10,0,6.6666666667,3.12,0,3.8
372104,4. RURAL VILLAGE,37,2,1,4,4,2000,47.53952381,6,5.5,5.5,1,4,2.3928571429,8.75,1.25,6.6666666667,3.18,0,3.3
372104,4. RURAL VILLAGE,37,2,1,4,4,2004,60.085,6.1,5.5,4.5,6.7,6,4.375,0,3.75,10,3.36,5,4.8
372104,4. RURAL VILLAGE,37,2,1,4,4,2006,50.155,6.2,5.5,5.5,6,1.6,3.75,4.375,1.25,5,3.18,3.5,4.3
372104,4. RURAL VILLAGE,37,2,1,4,4,2009,54.06,6.78,5.5,5,8,5,4.5833333333,5,1.25,1.6666666667,2.88,2,6.4
372104,4. RURAL VILLAGE,37,2,1,4,4,2011,53.317142857,,5.5,5.75,8,5,5.3571428571,5,1.25,0,3.1,2,4.5
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,1989,47.566666667,2.5,5,4.25,4.95,6,2.5,7.5,0,1.6666666667,1.9,7.5,3.8
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,1991,50.81,5,5,4,4.5,6,2.5,3.75,0,5,1.66,10,3.4
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,1993,52.51,6,5,4.5,2.5,3,2.5,8.75,0,5,1.86,10,3.4
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,1997,67.596666667,6.53,5,4.75,9.5,10,3.29,8.75,0,6.6666666667,2.36,6.25,4.5
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,2000,67.176666667,6.1,5,5,10,6,3.69,8.75,1.25,6.6666666667,2.92,7.5,4.3
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,2004,72.946666667,7,5,5.5,10,6,4.75,10,1.25,6.6666666667,3.28,7.5,6
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,2006,76.091666667,7.9,5,5.5,10,6,5.375,10,1.25,6.6666666667,3.6,6,8.8
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,2009,83.666666667,8.5,5,6.5,10,7.5,6.25,10,1.25,6.6666666667,4,9,9
372201,3. COUNTY TOWN NEIGHBORHOOD,37,2,2,1,3,2011,78.931754386,,5.5,7,10,7.5,7.3684210526,10,1.25,3.3333333333,4.92,5.5,8.4
372202,4. RURAL VILLAGE,37,2,2,2,4,1989,19.256190476,0.1,4,2.5,2,4,0,2.1428571429,0,3.3333333333,0.88,0,0.3
372202,4. RURAL VILLAGE,37,2,2,2,4,1991,17.874404762,1.5,4.5,2,0,3.2,0.6696428571,1.0714285714,0,3.3333333333,0.8,0,0.8
372202,4. RURAL VILLAGE,37,2,2,2,4,1993,19.12452381,1.9,4,2,1.25,4,1.0416666667,2.1428571429,0,0,0.74,1.25,0.8
372202,4. RURAL VILLAGE,37,2,2,2,4,1997,31.735238095,5.14,4,3.5,0.25,8,2.0257142857,2.1428571429,0,1.6666666667,1.06,1.25,2.7
372202,4. RURAL VILLAGE,37,2,2,2,4,2000,29.58547619,5.1,4,3,2.5,4,2.625,0.3571428571,1.25,3.3333333333,1.12,0,2.3
372202,4. RURAL VILLAGE,37,2,2,2,4,2004,25.181666667,2.3,4,3,0,3,3.125,0,1.25,1.6666666667,1.34,0.5,5
372202,4. RURAL VILLAGE,37,2,2,2,4,2006,34.518333333,4.4,4,5.5,3,3,4.375,0,1.25,3.3333333333,1.36,0.5,3.8
372202,4. RURAL VILLAGE,37,2,2,2,4,2009,41.972619048,4.12,4.5,3.5,3,8.75,4.4642857143,1.875,1.25,3.3333333333,1.18,1,5
372202,4. RURAL VILLAGE,37,2,2,2,4,2011,41.505454545,,4,5,0.3,7.5,4.5454545455,0,1.25,5,1.32,1,7.5
372203,4. RURAL VILLAGE,37,2,2,3,4,1989,23.380952381,0.3,6,3,0.5,1.6,0.8928571429,2.3214285714,0,1.6666666667,1.3,5,0.8
372203,4. RURAL VILLAGE,37,2,2,3,4,1991,24.804761905,3,5.5,2.5,0,4.8,1.7857142857,1.7857142857,0,3.3333333333,1.3,0,0.8
372203,4. RURAL VILLAGE,37,2,2,3,4,1993,25.025238095,2.2,5,2.5,1.25,6,0.7142857143,1.9642857143,0,1.6666666667,1.68,1.25,0.8
372203,4. RURAL VILLAGE,37,2,2,3,4,1997,22.453095238,1.5,5,4,1.1,4,0.3035714286,2.1428571429,0,1.6666666667,1.94,0,0.8
372203,4. RURAL VILLAGE,37,2,2,3,4,2000,24.300595238,3.6,5,4.5,1.5,3,0.2291666667,2.3214285714,1.25,0,2.1,0,0.8
372203,4. RURAL VILLAGE,37,2,2,3,4,2004,40.757619048,5.9,5.5,4,2,4,2.5,3.2142857143,1.25,3.3333333333,2.26,3.5,3.3
372203,4. RURAL VILLAGE,37,2,2,3,4,2006,35.746190476,6.09,5.5,4,4.2,2,3.3928571429,0,1.25,3.3333333333,1.58,0.5,3.9
372203,4. RURAL VILLAGE,37,2,2,3,4,2009,51.072683983,6.09,5.5,4.5,7,5,5.1136363636,4.2857142857,1.25,3.3333333333,2,1.5,5.5
372203,4. RURAL VILLAGE,37,2,2,3,4,2011,42.274632035,,5.5,4.5,3,7.5,4.7727272727,1.4285714286,1.25,3.3333333333,1.34,0,6.1
372204,4. RURAL VILLAGE,37,2,2,4,4,1989,34.037142857,2.2,4.5,3,3.5,6,0.5952380952,2.6785714286,0,3.3333333333,0.98,6.25,1
372204,4. RURAL VILLAGE,37,2,2,4,4,1991,36.524761905,3.5,4.5,2.5,1,6,2.5,1.0714285714,0,3.3333333333,1.12,10,1
372204,4. RURAL VILLAGE,37,2,2,4,4,1993,35.797619048,3.6,4,3.5,2.5,3,2.75,3.2142857143,0,3.3333333333,1.4,7.5,1
372204,4. RURAL VILLAGE,37,2,2,4,4,1997,40.623333333,5.8,4,3.5,0.25,3.75,1.4880952381,3.9285714286,0,6.6666666667,1.44,7.5,2.3
372204,4. RURAL VILLAGE,37,2,2,4,4,2000,36.721666667,3.9,4.5,4.5,0,2,3.625,2.5,0,6.6666666667,1.78,3.75,3.5
372204,4. RURAL VILLAGE,37,2,2,4,4,2004,44.055238095,4.1,4.5,4.5,0.5,6,4.25,1.4285714286,1.25,6.6666666667,2.36,3.5,5
372204,4. RURAL VILLAGE,37,2,2,4,4,2006,36.593333333,3.6,4.5,3.5,3,3,4.75,0,1.25,3.3333333333,2.16,2.5,5
372204,4. RURAL VILLAGE,37,2,2,4,4,2009,54.615238095,5.72,4.5,5.5,1.5,7.5,4.8452380952,10,1.25,5,2.6,0,6.2
372204,4. RURAL VILLAGE,37,2,2,4,4,2011,61.623333333,,4.5,5.5,6,5,5.5,10,1.25,3.3333333333,2.74,2.5,8
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,1989,66.214166667,6,9,4.5,5,8,7.4975,10,0,6.6666666667,2.2,1.25,6.1
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,1991,69.706666667,5,9,4,5,6,7.5,8.75,0,6.6666666667,2.54,6.25,9
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,1993,62.821666667,5,9,4,5,6,8.125,5,0,6.6666666667,2.98,1.25,9.8
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,1997,65.036666667,5,9,5,5,6,8.875,5.625,0,6.6666666667,3.32,1.25,9.3
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,2000,76.905,4.1,9,6.5,10,7.5,9.125,5,1.25,5,3.38,6.25,9.8
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,2004,83.988333333,7.2,9,6,10,7.5,8.625,5,3.75,8.3333333333,3.58,5.5,9.5
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,2006,84.94,8.7,9,6.5,10,4,9.25,5,3.75,10,3.74,5.5,9.5
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,2009,82.735,8.4,9,9.5,10,4,9.625,5,1.25,10,3.96,2,10
372301,3. COUNTY TOWN NEIGHBORHOOD,37,2,3,1,3,2011,84.266666667,,9,8.5,10,7.5,9.25,5,1.25,6.6666666667,4.3,4,10
372302,4. RURAL VILLAGE,37,2,3,2,4,1989,28.353333333,1.9,5.5,4,3.5,4,2.5,0,0,3.3333333333,1.62,0,2
372302,4. RURAL VILLAGE,37,2,3,2,4,1991,37.658095238,4.78,5.5,4,3,6,2.64,1.0714285714,0,1.6666666667,1.8,2.5,4.7
372302,4. RURAL VILLAGE,37,2,3,2,4,1993,42.765,4.89,5.5,4.75,4.75,3,3.335,1.25,0,5,2.14,3.75,4.4
372302,4. RURAL VILLAGE,37,2,3,2,4,1997,58.281904762,4.8,5.5,4.5,4.5,6,5,8.9285714286,0,8.3333333333,2.42,5,3.3
372302,4. RURAL VILLAGE,37,2,3,2,4,2000,62.485238095,5.2,5.5,5,9,4,5.5,6.4285714286,1.25,6.6666666667,2.64,7.5,3.8
372302,4. RURAL VILLAGE,37,2,3,2,4,2004,64.705,5.14,5.5,5.5,10,6,5.715,0,6.25,10,3.1,3,4.5
372302,4. RURAL VILLAGE,37,2,3,2,4,2006,71.804285714,6.7,6,5.5,9.9,4,8.875,6.3392857143,3.75,5,3.24,2.5,10
372302,4. RURAL VILLAGE,37,2,3,2,4,2009,67.456666667,6.6,6,5.5,10,7.5,9.5,0,1.25,6.6666666667,2.94,2,9.5
372302,4. RURAL VILLAGE,37,2,3,2,4,2011,71.360952381,,6,6,10,7.5,9.25,0.7142857143,1.25,6.6666666667,3.38,4,8.8
372303,4. RURAL VILLAGE,37,2,3,3,4,1989,44.375238095,4.5,6.5,3.5,1,4,1.0714285714,6.6071428571,0,6.6666666667,1.28,6.25,3
372303,4. RURAL VILLAGE,37,2,3,3,4,1991,48.167142857,4.89,6.5,4.5,2.5,4,2.5,6.6071428571,0,5,1.72,6.25,3.7
372303,4. RURAL VILLAGE,37,2,3,3,4,1993,43.8725,5.89,6.5,4,3,4,2.6325,1.25,0,5,1.9,7.5,2.2
372303,4. RURAL VILLAGE,37,2,3,3,4,1997,41.282857143,4,6.5,4.5,2,4,4.25,2.1428571429,0,5,1.84,6.25,0.8
372303,4. RURAL VILLAGE,37,2,3,3,4,2000,52.161904762,5.2,6.5,5.75,2.5,8,4.25,1.4285714286,2.5,3.3333333333,2.2,7.5,3
372303,4. RURAL VILLAGE,37,2,3,3,4,2004,54.156309524,5.76,6.5,5,3,6,4.8825,2.8571428571,1.25,6.6666666667,2.14,5.5,4.6
372303,4. RURAL VILLAGE,37,2,3,3,4,2006,57.781428571,5.82,6.5,6,5.8,4,6.3733333333,3.5714285714,3.75,6.6666666667,2.5,4,2.8
372303,4. RURAL VILLAGE,37,2,3,3,4,2009,56.625062657,6,6.5,5.5,6,5,7.7631578947,1.4285714286,2.5,3.3333333333,2.6,5,5
372303,4. RURAL VILLAGE,37,2,3,3,4,2011,64.775238095,,6.5,5.75,9,5,9,1.4285714286,1.25,6.6666666667,2.78,4.5,4.5
372304,4. RURAL VILLAGE,37,2,3,4,4,1989,39.81952381,4.3,5.5,3.5,0.5,4,2.1428571429,1.25,0,6.6666666667,1.46,7.5,3
372304,4. RURAL VILLAGE,37,2,3,4,4,1991,39.235357143,4.76,5.5,3.5,0.5,4,2.9425,0.8928571429,0,5,1.34,7.5,3.3
372304,4. RURAL VILLAGE,37,2,3,4,4,1993,38.230833333,4.88,6,4,0.5,4,2.6475,1.25,0,3.3333333333,1.72,7.5,2.4
372304,4. RURAL VILLAGE,37,2,3,4,4,1997,46.544285714,4.9,6,5.25,6,3,4.1428571429,1.0714285714,0,5,2.38,7.5,1.3
372304,4. RURAL VILLAGE,37,2,3,4,4,2000,52.801904762,4.8,6,5.5,3,8,4.5,1.4285714286,2.5,3.3333333333,2.44,7.5,3.8
372304,4. RURAL VILLAGE,37,2,3,4,4,2004,62.520238095,5.83,6.5,6.5,7.9,6,5.735,2.6785714286,1.25,6.6666666667,2.56,7,3.9
372304,4. RURAL VILLAGE,37,2,3,4,4,2006,67.108928571,7.2,6.5,5.5,8,4,6.5208333333,3.5714285714,3.75,6.6666666667,2.6,6,6.8
372304,4. RURAL VILLAGE,37,2,3,4,4,2009,61.125238095,6.9,6.5,7,7,5,7,1.4285714286,1.25,6.6666666667,2.58,4,5.8
372304,4. RURAL VILLAGE,37,2,3,4,4,2011,68.050238095,,6.5,7.5,10,5,7.625,1.4285714286,1.25,6.6666666667,2.88,6,4.5
372401,3. COUNTY TOWN NEIGHBORHOOD,37,2,4,1,3,1989,57.697857143,5,5.5,4.5,5,8,7.105,7.1428571429,0,5,3.4,1.25,5.8
372401,3. COUNTY TOWN NEIGHBORHOOD,37,2,4,1,3,1991,61.605952381,5,5.5,4,5,8,8.125,3.2142857143,0,6.6666666667,3.6,2.5,10
372401,3. COUNTY TOWN NEIGHBORHOOD,37,2,4,1,3,1993,65.046666667,5,5.5,4,5,8.75,9.72,3.75,0,6.6666666667,4.16,2.5,10
372401,3. COUNTY TOWN NEIGHBORHOOD,37,2,4,1,3,1997,65.914166667,5,5.5,5.25,5,8.75,9.0775,3.75,0,6.6666666667,4.42,2.5,10
372401,3. COUNTY TOWN NEIGHBORHOOD,37,2,4,1,3,2000,65.209166667,6.09,5.5,5,5,4,9.6425,0,1.25,6.6666666667,4.56,7.5,10
372401,3. COUNTY TOWN NEIGHBORHOOD,37,2,4,1,3,2006,80.841666667,8,6.5,9,9.7,8,9,0.625,1.25,6.6666666667,4.1,8,10
372401,3. COUNTY TOWN NEIGHBORHOOD,37,2,4,1,3,2009,89.485087719,8.42,6,5.5,9.5,8.75,9.8684210526,5,10,6.6666666667,3.78,6.5,9.5
372401,3. COUNTY TOWN NEIGHBORHOOD,37,2,4,1,3,2011,89.826666667,,6,5.75,9.5,8.75,9.5,5,10,6.6666666667,4.46,6.5,9.5
372402,4. RURAL VILLAGE,37,2,4,2,4,1989,40.243809524,2.9,7,4,3.5,4,4.3928571429,0.7142857143,0,6.6666666667,2.52,1.25,3.3
372402,4. RURAL VILLAGE,37,2,4,2,4,1991,39.654047619,3.89,7,4.5,3.5,4.375,5,0.5357142857,0,3.3333333333,2.52,0,5
372402,4. RURAL VILLAGE,37,2,4,2,4,1993,50.45452381,5,7,3.5,3.5,8.75,5.625,0.8928571429,0,6.6666666667,3.02,0,6.5
372402,4. RURAL VILLAGE,37,2,4,2,4,1997,53.75452381,5,7,4.5,3.5,4,5.525,0.8928571429,0,6.6666666667,3.32,6.25,7.1
372402,4. RURAL VILLAGE,37,2,4,2,4,2000,54.180952381,4,7,4.5,6.1,4,6.31,0.7142857143,0,6.6666666667,3.34,6.25,5.3
