COMMID,comm_type,T1,T2,T3,T4,STRATUM,wave,index,comm,denc,div,econ,health,house,market,soc,trans,edc,mart,sani
321206,1. URBAN NEIGHBORHOOD,32,1,2,6,1,1997,76.97452381,5.9,8,5.25,10,8,8.0178571429,3.75,0,6.6666666667,6.14,6.25,9
321206,1. URBAN NEIGHBORHOOD,32,1,2,6,1,2000,79.686666667,5.3,7.5,5.25,10,8,9.5,5,1.25,6.6666666667,6.42,5,9.8
321206,1. URBAN NEIGHBORHOOD,32,1,2,6,1,2004,84.951666667,8,7.5,5,5,8,9.375,5,6.25,6.6666666667,6.66,7.5,10
321206,1. URBAN NEIGHBORHOOD,32,1,2,6,1,2006,90.403333333,7.42,8.5,5.5,10,8,9.735,4.375,10,3.3333333333,6.84,7,9.7
321206,1. URBAN NEIGHBORHOOD,32,1,2,6,1,2009,93.00952381,7.86,8.5,7,10,8,9.6428571429,3.75,8.75,6.6666666667,5.84,7,10
321206,1. URBAN NEIGHBORHOOD,32,1,2,6,1,2011,96.061666667,,8,7.5,10,8.75,9.875,5,8.75,6.6666666667,6.62,7,9.3
321207,2. SUBURBAN VILLAGE,32,1,2,7,2,2011,86.851666667,,6,8,8.7,8.75,9.875,6.25,1.25,6.6666666667,4.16,8,9.8
321208,2. SUBURBAN VILLAGE,32,1,2,8,2,1997,76.791666667,6.2,7.5,5,10,8,8.125,5,0,6.6666666667,3,7.5,9.8
321208,2. SUBURBAN VILLAGE,32,1,2,8,2,2000,79.471666667,6.1,7.5,5.25,5,8,8.125,10,3.75,6.6666666667,3.08,7.5,8.5
321208,2. SUBURBAN VILLAGE,32,1,2,8,2,2004,87.248333333,7.2,8,5,10,8,9.125,10,6.25,3.3333333333,3.04,7.5,9.8
321208,2. SUBURBAN VILLAGE,32,1,2,8,2,2006,84.313333333,5.6,8,5,10,8,9.75,10,6.25,3.3333333333,3.38,5,10
321208,2. SUBURBAN VILLAGE,32,1,2,8,2,2009,87.98,9.43,7,6,10,8.75,8.3333333333,6.25,8.75,6.6666666667,4,3,9.8
321208,2. SUBURBAN VILLAGE,32,1,2,8,2,2011,93.171666667,,8,7.5,10,8.75,8.875,3.75,8.75,6.6666666667,3.68,8,9.8
322101,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,1,3,1989,55.024047619,3.5,6.5,4,5,6,2.1607142857,8.75,0,3.3333333333,1.78,7.5,6.5
322101,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,1,3,1991,52.709047619,4.67,5.5,4,5,6,1.7857142857,8.75,0,3.3333333333,1.62,6.25,5.8
322101,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,1,3,1993,58.823214286,4.67,7,4,5,6,2.2032142857,8.75,0,5,2,7.5,6.7
322101,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,1,3,1997,67.803333333,6,7,4,5,8,4.75,7.5,0,3.3333333333,2.92,10,9.3
322102,4. RURAL VILLAGE,32,2,1,2,4,1989,21.897619048,1.2,5.5,2.5,2.65,2,0.5476190476,0,0,0,1.2,0,6.3
322102,4. RURAL VILLAGE,32,2,1,2,4,1991,28.845238095,3.3,5.5,3.5,0.5,4,0.5952380952,3.75,0,0,1.4,0,6.3
322102,4. RURAL VILLAGE,32,2,1,2,4,1993,27.347261905,1.36,5.5,2.5,0.25,4,1.1839285714,2.5,0,3.3333333333,1.52,0,5.2
322102,4. RURAL VILLAGE,32,2,1,2,4,1997,30.88702381,3.43,5.5,3.5,1,3,2.5003571429,0,0,1.6666666667,1.64,1.25,7.4
322102,4. RURAL VILLAGE,32,2,1,2,4,2000,29.754166667,3.62,5.5,3.5,0.5,3,2.7375,0,1.25,1.6666666667,1.78,0,6.2
322102,4. RURAL VILLAGE,32,2,1,2,4,2004,44.031190476,6.4,5.5,4,4.1,4,3.5,5.2678571429,1.25,3.3333333333,1.38,0,5.3
322102,4. RURAL VILLAGE,32,2,1,2,4,2006,49.548690476,6.64,5.5,3,8,4,3.9775,7.7678571429,1.25,3.3333333333,0.88,0,5.2
322102,4. RURAL VILLAGE,32,2,1,2,4,2009,46.613095238,5.2,5.5,4.5,5.4,7.5,5.9464285714,0,0,1.6666666667,1.4,1,8.5
322102,4. RURAL VILLAGE,32,2,1,2,4,2011,44.401190476,,5.5,2.5,2,7.5,5.125,2.1428571429,0,3.3333333333,1,1,8.8
322103,4. RURAL VILLAGE,32,2,1,3,4,1989,26.351428571,1.1,6.5,2.5,3.5,3,1.0714285714,0,0,0,1.18,2.5,5
322103,4. RURAL VILLAGE,32,2,1,3,4,1991,21.08,2.4,6.5,2.5,1.5,2,0,0,0,0,1.18,0,5
322103,4. RURAL VILLAGE,32,2,1,3,4,1993,23.983214286,2.95,6.5,3,2.5,3,0.2232142857,0,0,0,1.26,3.75,0.8
322103,4. RURAL VILLAGE,32,2,1,3,4,1997,31.5075,3.6,6.5,4,5,3,1.6875,0,0,0,1.42,2.5,3.8
322103,4. RURAL VILLAGE,32,2,1,3,4,2000,37.861666667,4.71,6.5,4.5,6.2,3,3.095,0,3.75,1.6666666667,2.04,0,2.4
322103,4. RURAL VILLAGE,32,2,1,3,4,2004,41.606666667,4.4,6.5,3.5,7.5,3,3.75,0,1.25,1.6666666667,2.04,4.5,3.5
322103,4. RURAL VILLAGE,32,2,1,3,4,2006,50.62047619,5.53,6.5,4.5,7,3,5,1.6071428571,1.25,3.3333333333,2,3,7.9
322103,4. RURAL VILLAGE,32,2,1,3,4,2009,56.316666667,6.1,6.5,5,7,7.5,5.8333333333,0,1.25,3.3333333333,2.5,3,8.3
322103,4. RURAL VILLAGE,32,2,1,3,4,2011,57.17,,6.5,5,7,7.5,6.1904761905,2.1428571429,8.75,1.6666666667,2.44,1.5,2.1
322104,4. RURAL VILLAGE,32,2,1,4,4,1989,33.648809524,0,6,3,3.45,4,0.1488095238,0,0,5,1.3,1.25,9.5
322104,4. RURAL VILLAGE,32,2,1,4,4,1991,22.495238095,2.2,6,2,0.5,3,0.5952380952,0,0,0,1.4,0,6.8
322104,4. RURAL VILLAGE,32,2,1,4,4,1993,27.234285714,1.2,6,2.5,0.25,4,0.7142857143,2.5,0,0,1.52,1.25,7.3
322104,4. RURAL VILLAGE,32,2,1,4,4,1997,35.667857143,3.2,6,3,2.5,3,2.1428571429,0.625,0,5,1.7,0,8.5
322104,4. RURAL VILLAGE,32,2,1,4,4,2000,48.994166667,3.24,6,4,0.15,4,2.8575,10,2.5,6.6666666667,2.18,0,7.4
322104,4. RURAL VILLAGE,32,2,1,4,4,2004,50.818214286,5.71,5.5,4,5.3,4,4.0475,4.9107142857,1.25,5,2,1,8.1
322104,4. RURAL VILLAGE,32,2,1,4,4,2006,54.090238095,5.5,5.5,4.5,8,4,3.625,7.6785714286,2.5,1.6666666667,1.82,2.5,6.8
322104,4. RURAL VILLAGE,32,2,1,4,4,2009,54.078333333,5.9,5.5,5.5,7,7.5,5.625,0,0,8.3333333333,1.72,1,6
322104,4. RURAL VILLAGE,32,2,1,4,4,2011,52.112142857,,5.5,5.5,6,7.5,5.875,2.8571428571,0,5,1.78,1.5,5
322105,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,5,3,2000,82.411666667,6,6.5,4.5,10,6,8.125,10,2.5,6.6666666667,4.62,7.5,10
322105,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,5,3,2004,80.24,7.7,7,5.5,5,6,8.5,10,2.5,5,4.04,9,10
322105,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,5,3,2006,94.6325,7.72,7.5,5.25,10,6,9.5225,10,7.5,10,4.34,8.5,8.3
322105,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,5,3,2009,92.82,7.9,7.5,6.5,10,7.5,9.25,10,1.25,10,4.62,9,9.3
322105,3. COUNTY TOWN NEIGHBORHOOD,32,2,1,5,3,2011,100.58166667,,7.5,5.75,10,7.5,9.625,10,10,6.6666666667,4.34,10,9.8
322201,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,1,3,1989,61.027380952,4,6.5,4.5,5,6,3.6607142857,7.5,0,6.6666666667,3.7,5,8.5
322201,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,1,3,1991,58.988571429,5.8,6.5,4.5,5,6,3.4285714286,5,0,5,3.76,5,9
322201,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,1,3,1993,65.206666667,5.78,6.5,5.5,5,8,5,6.25,0,6.6666666667,4.16,3.75,8.6
322202,4. RURAL VILLAGE,32,2,2,2,4,1989,36.932857143,2.8,5.5,4,3,4,0.4761904762,7.5,0,1.6666666667,1.74,1.25,5
322202,4. RURAL VILLAGE,32,2,2,2,4,1991,35.355952381,4,5.5,3,3.5,3,1.3392857143,6.25,0,1.6666666667,2.1,0,5
322202,4. RURAL VILLAGE,32,2,2,2,4,1993,43.698333333,5.55,5.5,4,3.5,3,4.545,0,0,3.3333333333,2.32,3.75,8.2
322202,4. RURAL VILLAGE,32,2,2,2,4,1997,46.971666667,3.43,5.5,4.5,3.5,6,5.535,0,0,6.6666666667,2.64,2.5,6.7
322202,4. RURAL VILLAGE,32,2,2,2,4,2000,62.906666667,5.92,5.5,4,6,3,7.71,7.5,3.75,6.6666666667,2.66,2.5,7.7
322202,4. RURAL VILLAGE,32,2,2,2,4,2004,59.099166667,3,5.5,4.5,8,3,8.8625,0,3.75,6.6666666667,2.72,4,9.1
322202,4. RURAL VILLAGE,32,2,2,2,4,2006,62.626666667,6.4,5.5,4.5,8,3,10,1.25,3.75,6.6666666667,2.76,4.5,6.3
322202,4. RURAL VILLAGE,32,2,2,2,4,2009,59.475757576,8.09,5,4.5,6,3.75,9.6590909091,0,1.25,6.6666666667,2.66,3,8.9
322202,4. RURAL VILLAGE,32,2,2,2,4,2011,67.933030303,,5.5,4.5,9.7,5,9.8863636364,2.5,5,6.6666666667,2.74,1.5,7.3
322203,4. RURAL VILLAGE,32,2,2,3,4,1989,22.226666667,0.8,6,4,3,4,0,0,0,1.6666666667,1.76,0,1
322203,4. RURAL VILLAGE,32,2,2,3,4,1991,22.895238095,2.8,6,3.5,3,2,1.4285714286,0,0,1.6666666667,1.7,0,0.8
322203,4. RURAL VILLAGE,32,2,2,3,4,1993,25.423333333,1.05,6,4,2.5,3,0.24,0,0,3.3333333333,2.2,0,3.1
322203,4. RURAL VILLAGE,32,2,2,3,4,1997,52.266666667,5.4,5.5,3.5,8,4,3.5,8.75,0,1.6666666667,2.2,6.25,3.5
322203,4. RURAL VILLAGE,32,2,2,3,4,2000,40.92,3.71,6,3.5,1.65,6,4.525,4.375,3.75,0,2.26,1.25,3.9
322203,4. RURAL VILLAGE,32,2,2,3,4,2004,48.941666667,4.4,6,4,4,4,7,4.375,0,6.6666666667,2.2,2,4.3
322203,4. RURAL VILLAGE,32,2,2,3,4,2006,51.166666667,3.4,6,4,8,4,7.25,0,3.75,6.6666666667,2.6,0.5,5
322203,4. RURAL VILLAGE,32,2,2,3,4,2009,47.653333333,6.8,6,5.5,2.6,3.75,8,0,1.25,3.3333333333,2.62,2,5.8
322203,4. RURAL VILLAGE,32,2,2,3,4,2011,53.483333333,,6,5.75,3,5,8.25,2.5,1.25,3.3333333333,2.6,3,6
322204,4. RURAL VILLAGE,32,2,2,4,4,1989,27.015,1.6,7,4.5,1.5,6,0,4.375,0,0,1.54,0,0.5
322204,4. RURAL VILLAGE,32,2,2,4,4,1991,27.192857143,1.74,7,4,3,6,0.8928571429,2.5,0,0,1.76,0,0.3
322204,4. RURAL VILLAGE,32,2,2,4,4,1993,28.446666667,3.22,7,4,3,3,0.14,0,0,1.6666666667,1.92,0,4.5
322204,4. RURAL VILLAGE,32,2,2,4,4,1997,33.113333333,1.4,7,4.5,2,6,3.5,0,0,3.3333333333,2.08,0,3.3
322204,4. RURAL VILLAGE,32,2,2,4,4,2000,51.795,4.9,7,5,2.5,3,4.375,8.75,3.75,5,2.52,0,5
322204,4. RURAL VILLAGE,32,2,2,4,4,2004,44.85,3.1,6.5,4.5,4,3,6.75,3.75,1.25,5,1.7,0,5.3
322204,4. RURAL VILLAGE,32,2,2,4,4,2006,52.758333333,5,6,4.5,8,3,7.375,0,3.75,3.3333333333,2,5,4.8
322204,4. RURAL VILLAGE,32,2,2,4,4,2009,55.173333333,6.5,6,5,7.5,3.75,7.75,0,5,3.3333333333,1.84,2.5,6
322204,4. RURAL VILLAGE,32,2,2,4,4,2011,59.306666667,,6,4.5,8,5,6.75,3.75,5,6.6666666667,1.94,1,5
322205,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,5,3,1997,72.841666667,5.7,4,5,10,6,7.125,7.5,0,6.6666666667,3.6,8.75,8.5
322205,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,5,3,2000,73.475,6.2,3.5,5.5,5,6,7.125,10,1.25,5,4.1,10,9.8
322209,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,9,3,2004,82.833333333,7.1,7.5,6,5,4.8,9.625,9.375,7.5,3.3333333333,5.1,7.5,10
322209,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,9,3,2006,90.385,8.4,7.5,6,10,4.8,9.625,10,5,5,5.56,8.5,10
322209,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,9,3,2009,101.39,8.5,7.5,7,10,8.75,10,10,10,5,5.14,9.5,10
322209,3. COUNTY TOWN NEIGHBORHOOD,32,2,2,9,3,2011,97.686666667,,7.5,6.25,10,7.5,9.5,10,8.75,6.6666666667,5.12,9,8.5
322301,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,1,3,1989,56.448333333,2.9,7,4,5,8,4.125,5,0,3.3333333333,3.34,3.75,10
322301,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,1,3,1991,66.043333333,5.7,6.5,4.5,5,6,4.875,9.375,0,3.3333333333,3.46,7.5,9.8
322301,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,1,3,1993,69.86952381,5.8,6.5,3.5,5,6,6.3928571429,10,0,6.6666666667,3.76,6.25,10
322302,4. RURAL VILLAGE,32,2,3,2,4,1989,23.84,1.3,6,3.5,2.5,3,0,0,0,0,2.74,0,4.8
322302,4. RURAL VILLAGE,32,2,3,2,4,1991,33.240952381,4.6,6,4,2.5,4,0.9642857143,0,0,1.6666666667,2.76,1.25,5.5
322302,4. RURAL VILLAGE,32,2,3,2,4,1993,31.28452381,4.58,6,3,3.25,3,2.5378571429,0,0,1.6666666667,2.6,1.25,3.4
322302,4. RURAL VILLAGE,32,2,3,2,4,1997,40.331666667,4.9,6,3,3.5,3,5.375,0,0,1.6666666667,2.64,1.25,9
322302,4. RURAL VILLAGE,32,2,3,2,4,2000,44.873333333,5,6,4,5,3,6.31,0,1.25,3.3333333333,2.88,0,8.1
322302,4. RURAL VILLAGE,32,2,3,2,4,2004,44.74952381,3.1,5.5,3.5,6.7,3,6.3928571429,0,1.25,1.6666666667,3.14,0.5,10
322302,4. RURAL VILLAGE,32,2,3,2,4,2006,52.52,6.4,5.5,4.5,7,3,7.25,0,1.25,5,3.12,0,9.5
322302,4. RURAL VILLAGE,32,2,3,2,4,2009,54.993333333,7.3,5.5,4.5,5,3.75,7.25,0,5,3.3333333333,3.56,0,9.8
322302,4. RURAL VILLAGE,32,2,3,2,4,2011,67.346666667,,5.5,4.5,7,7.5,7.5,0,5,6.6666666667,3.38,4,8
322303,4. RURAL VILLAGE,32,2,3,3,4,1989,41.357142857,1.6,5.5,3,3.5,3,0.8571428571,7.5,0,5,2.9,0,8.5
322303,4. RURAL VILLAGE,32,2,3,3,4,1991,42.586547619,3.79,5.5,4,3,6,4.0232142857,0,0,3.3333333333,2.94,0,10
322303,4. RURAL VILLAGE,32,2,3,3,4,1993,42.60952381,3.8,5.5,4,3.25,3,4.6428571429,0,0,1.6666666667,3.2,3.75,9.8
322303,4. RURAL VILLAGE,32,2,3,3,4,1997,59.833333333,4.8,5.5,4.5,8,4,5.75,7.5,0,3.3333333333,3.2,3.75,9.5
322303,4. RURAL VILLAGE,32,2,3,3,4,2000,48.316666667,4.9,5.5,4.5,5.2,4,6,0,1.25,6.6666666667,3,0,7.3
322303,4. RURAL VILLAGE,32,2,3,3,4,2004,48.621666667,2.6,5.5,4,7.2,4,7.125,0,3.75,1.6666666667,2.78,0,10
322303,4. RURAL VILLAGE,32,2,3,3,4,2006,55.915,7.2,5,4.5,7,4,7.125,0,1.25,5,2.84,2,10
322303,4. RURAL VILLAGE,32,2,3,3,4,2009,66.146666667,6.8,6,5.75,7,3.75,7.25,0,8.75,6.6666666667,3.18,1.5,9.5
322303,4. RURAL VILLAGE,32,2,3,3,4,2011,72.297380952,,6,6,7,7.5,4.9107142857,5,5,6.6666666667,2.62,6.5,7.5
322304,4. RURAL VILLAGE,32,2,3,4,4,1989,26.357857143,1.3,6,3,2,4,0.8511904762,0,0,1.6666666667,2.04,0,5.5
322304,4. RURAL VILLAGE,32,2,3,4,4,1991,40.353095238,3.4,6,3,3,4,2.9464285714,0,0,1.6666666667,2.04,5,9.3
322304,4. RURAL VILLAGE,32,2,3,4,4,1993,43.122857143,4.62,6,3.5,2.75,3,4.5228571429,0,0,5,2.48,1.25,10
322304,4. RURAL VILLAGE,32,2,3,4,4,1997,55.182857143,4.9,6,4.5,2.5,4,6.8928571429,7.5,0,5,2.64,1.25,10
322304,4. RURAL VILLAGE,32,2,3,4,4,2000,45.34,5,6,5.25,3,2,6.25,0,0,5,3.04,0,9.8
322304,4. RURAL VILLAGE,32,2,3,4,4,2004,52.458333333,4.8,5.5,4.5,7,3,7.375,1.25,0,3.3333333333,2.7,3,10
322304,4. RURAL VILLAGE,32,2,3,4,4,2006,51.29,6.9,5.5,4.5,7,3,6.5,0,1.25,5,2.64,2.5,6.5
322304,4. RURAL VILLAGE,32,2,3,4,4,2009,58.495952381,6.1,6.5,4.5,5,3.75,7.0892857143,0,8.75,6.6666666667,2.14,2.5,5.5
322304,4. RURAL VILLAGE,32,2,3,4,4,2011,79.065,,7,5.5,6.5,7.5,7.375,10,6.25,5,1.94,5.5,8.8
322305,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,5,3,1997,73.766666667,5,8,4,4,6,10,7.5,0,6.6666666667,5.1,7.5,10
322305,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,5,3,2000,87.216666667,6.2,8,5,8.5,6,10,7.5,6.25,6.6666666667,5.6,7.5,10
322305,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,5,3,2004,87.776666667,7.8,8,5.5,9,4.8,10,7.5,3.75,6.6666666667,6.26,9,9.5
322305,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,5,3,2006,94.366666667,8.9,8,5.75,9,4.8,9.75,10,7.5,6.6666666667,6,8.5,9.5
322305,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,5,3,2009,97.906666667,9.9,8,5,9.8,3.75,10,10,8.75,6.6666666667,7.24,9,9.8
322305,3. COUNTY TOWN NEIGHBORHOOD,32,2,3,5,3,2011,99.921666667,,7,5.75,8.9,7.5,9.625,10,10,6.6666666667,7.38,8.5,9
322401,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,1,3,1989,57.613333333,2.4,7,4.75,5,6,5,3.75,0,3.3333333333,2.88,7.5,10
322401,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,1,3,1991,58.523333333,4.68,7.5,3.5,5,6,5,3.75,0,3.3333333333,2.76,7.5,9.5
322401,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,1,3,1993,65.429166667,4.89,7,4,5,6,5.1375,8.125,0,6.6666666667,2.66,6.25,9.7
322401,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,1,3,1997,71.871666667,5.9,8,4.5,10,6,7.375,3.75,0,6.6666666667,2.68,7.5,9.5
322401,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,1,3,2000,74.966666667,5.6,8,4,10,6,7,3.75,1.25,6.6666666667,2.7,10,10
322401,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,1,3,2004,84.371666667,6.6,8,5,4.95,8,8.875,7.5,7.5,6.6666666667,2.28,9,10
322401,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,1,3,2006,81.553333333,5.8,8,5.25,10,8,8.5,10,1.25,3.3333333333,3.12,9,9.3
322402,4. RURAL VILLAGE,32,2,4,2,4,1989,28.72452381,1.5,5,3.5,2.25,4,0.8928571429,4.375,0,1.6666666667,1.04,0,4.5
322402,4. RURAL VILLAGE,32,2,4,2,4,1991,25.905238095,4.8,5,3.5,0.5,2,1.4285714286,0,0,1.6666666667,1.26,1.25,4.5
322402,4. RURAL VILLAGE,32,2,4,2,4,1993,29.355714286,5,5,3.5,0.75,4,1.7857142857,2.5,0,5,1.52,0,0.3
322402,4. RURAL VILLAGE,32,2,4,2,4,1997,22.766666667,2.7,5,3.5,0.5,3,2.75,0,0,1.6666666667,2.1,1.25,0.3
322402,4. RURAL VILLAGE,32,2,4,2,4,2000,52.075833333,6,6,5.5,0.15,4,7.1425,6.25,1.25,3.3333333333,2.3,6.25,3.9
322402,4. RURAL VILLAGE,32,2,4,2,4,2004,53.839166667,5.17,5.5,4,6.2,6,7.2925,0,6.25,1.6666666667,2.36,7.5,1.9
322402,4. RURAL VILLAGE,32,2,4,2,4,2006,57.34,6.34,5.5,4.5,7,6,6.77,0,1.25,5,2.48,7.5,5
322402,4. RURAL VILLAGE,32,2,4,2,4,2009,75.99115942,8.52,6,5.75,8.7,7.5,9.347826087,8.75,1.25,3.3333333333,2.54,4.5,9.8
322402,4. RURAL VILLAGE,32,2,4,2,4,2011,70.521666667,,6,5.75,10,7.5,9.7916666667,1.25,1.25,5,2.76,5,8.3
322403,4. RURAL VILLAGE,32,2,4,3,4,1989,31.665,1.2,5.5,3,0.5,4,0,4.375,0,5,1.34,1.25,5.5
322403,4. RURAL VILLAGE,32,2,4,3,4,1991,32.079047619,3.5,5.5,3,0.25,4,1.7857142857,3.75,0,3.3333333333,1.46,0,5.5
322403,4. RURAL VILLAGE,32,2,4,3,4,1993,39.336190476,3.8,5.5,3,1.5,4,2.3928571429,6.25,0,3.3333333333,1.56,2.5,5.5
322403,4. RURAL VILLAGE,32,2,4,3,4,1997,33.923333333,4.8,5.5,3.5,2.5,3,4,0,0,3.3333333333,1.74,1.25,4.3
322403,4. RURAL VILLAGE,32,2,4,3,4,2000,31.13952381,4.2,5,4,1,2,3.6428571429,1.25,1.25,1.6666666667,1.88,1.25,4
322403,4. RURAL VILLAGE,32,2,4,3,4,2004,52.41,6.2,5.5,4,4,4,7,0,6.25,5,1.66,4.5,4.3
322403,4. RURAL VILLAGE,32,2,4,3,4,2006,61.755,6.18,5,4.5,7,4,7.385,10,1.25,5,1.54,5.5,4.4
322403,4. RURAL VILLAGE,32,2,4,3,4,2009,50.856666667,6.64,5,5,4,7.5,7.5,5,1.25,1.6666666667,1.6,0.5,5.2
322403,4. RURAL VILLAGE,32,2,4,3,4,2011,52.521666667,,5,5.5,3.5,5,7.625,5,1.25,6.6666666667,1.58,0.5,3.5
322404,4. RURAL VILLAGE,32,2,4,4,4,1989,38.858571429,1,5.5,3.5,3,4,2.5952380952,7.5,0,3.3333333333,1.18,1.25,6
322404,4. RURAL VILLAGE,32,2,4,4,4,1991,38.739761905,3.5,5.5,4,0.25,4,1.4464285714,7.5,0,3.3333333333,1.46,1.25,6.5
322404,4. RURAL VILLAGE,32,2,4,4,4,1993,35.922857143,4.8,5.5,3.5,1,4,2.1428571429,5,0,5,1.68,0,3.3
322404,4. RURAL VILLAGE,32,2,4,4,4,1997,39.395,4.6,5.5,4,1.2,2,5.625,0,0,5,1.92,1.25,8.3
322404,4. RURAL VILLAGE,32,2,4,4,4,2000,51.0025,3.89,6,5,4,2,6.8425,8.75,0,5,2.42,0,7.1
322404,4. RURAL VILLAGE,32,2,4,4,4,2004,49.695,6.6,5.5,4,3,2,6.375,0,5,5,1.72,3.5,7
322404,4. RURAL VILLAGE,32,2,4,4,4,2006,56.574166667,5.05,5,4.5,6,2,6.6675,10,1.25,6.6666666667,1.64,4.5,3.3
322404,4. RURAL VILLAGE,32,2,4,4,4,2009,59.37047619,6.43,5.5,4.5,5.6,7.5,7.0238095238,5,1.25,6.6666666667,1.4,4,4.5
322404,4. RURAL VILLAGE,32,2,4,4,4,2011,60.666666667,,5.5,5,3.5,5,7.25,10,1.25,6.6666666667,1.5,4.5,3.8
322405,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,5,3,2009,91.930238095,8.6,7,6.5,10,7.5,9.375,3.9285714286,10,6.6666666667,3.36,9.5,9.5
322405,3. COUNTY TOWN NEIGHBORHOOD,32,2,4,5,3,2011,86.07320802,,7.5,5.5,10,7.5,9.4736842105,3.3928571429,6.25,6.6666666667,3.34,8.5,10
371101,1. URBAN NEIGHBORHOOD,37,1,1,1,1,1989,60.771666667,6,8,4.25,5,8,4.125,5,0,6.6666666667,2.98,1.25,9.5
371101,1. URBAN NEIGHBORHOOD,37,1,1,1,1,1991,55.014880952,4,8,4.5,5,8,2.8982142857,5,0,6.6666666667,3,1.25,6.7
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,1989,62.116666667,6,7,4.5,5,8,3.5,5,0,6.6666666667,2.7,6.25,7.5
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,1991,61.101666667,5,7.5,5,5,8,3.125,5,0,6.6666666667,2.76,6.25,6.8
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,1993,65.006666667,6,7.5,6,5,8,4,5,0,6.6666666667,3.04,5,8.8
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,1997,65.298333333,5.9,8,5,5,8,4.625,5,0,3.3333333333,2.94,7.5,10
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,2000,71.321666667,6.2,8,6,4.85,10,6.125,5,0,6.6666666667,3.68,5,9.8
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,2004,70.576666667,6.3,7.5,6,4.95,10,5.25,8.75,0,6.6666666667,3.16,2,10
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,2006,84.971666667,7,8,7,10,10,6.125,8.75,3.75,6.6666666667,3.18,6,8.5
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,2009,85.354736842,7.58,7.5,6.5,10,8.75,5.3947368421,5,8.75,5,2.38,8.5,10
371102,1. URBAN NEIGHBORHOOD,37,1,1,2,1,2011,71.350877193,,7.5,5.5,10,1.25,6.1842105263,5,1.25,6.6666666667,3.6,7,9.5
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,1989,60.611666667,5.8,4,4.25,5,8,5.625,5,0,6.6666666667,2.72,3.75,9.8
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,1991,63.1575,6,4,3,5,8,6.1675,7.5,0,10,2.44,3.75,7.3
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,1993,58.949166667,6,4,4.5,5,8,5.8325,5,0,6.6666666667,2.7,1.25,10
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,1997,69.623095238,5.9,4,7,10,8,8.875,2.3214285714,0,6.6666666667,3.86,5,8
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,2000,70.98,6.1,4,5,5,8,9.5,5,2.5,5,3.38,7.5,10
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,2004,80.828333333,6.5,4,7,10,8,8.625,5,1.25,8.3333333333,4.12,8,10
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,2006,82.671666667,9.1,4.5,7.5,10,8,9.625,3.75,1.25,6.6666666667,4.28,8,10
371103,2. SUBURBAN VILLAGE,37,1,1,3,2,2009,73.24,5.9,4.5,6.5,10,8.75,10,5,1.25,5,4.34,2,10
